"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"NXN","0.214","0.773","0.433","2","hsa-miR-4419b","hsa-miR-6784-5p","","","","","","","","",""
"OAZ1","0.189","0.773","0.208","1","hsa-miR-6088","","","","","","","","","",""
"OCA2","0.189","0.773","0.208","1","hsa-miR-6869-5p","","","","","","","","","",""
"OLFML2A","0.356","0.773","0.623","2","hsa-miR-6805-5p","hsa-miR-4419b","","","","","","","","",""
"OLR1","0.412","0.773","0.701","2","hsa-miR-3184-5p","hsa-miR-3180","","","","","","","","",""
"OPTN","0.377","0.773","0.467","1","hsa-miR-1307-3p","","","","","","","","","",""
"OR51E2","0.355","0.773","0.433","1","hsa-miR-6746-5p","","","","","","","","","",""
"ORC6","0.305","0.773","0.554","2","hsa-miR-1307-3p","hsa-miR-4675","","","","","","","","",""
"ORMDL2","0.420","0.773","0.537","1","hsa-miR-6131","","","","","","","","","",""
"OTUD5","0.420","0.773","0.537","1","hsa-miR-575","","","","","","","","","",""
"P2RX3","0.217","0.773","0.242","1","hsa-miR-8073","","","","","","","","","",""
"P3H1","0.283","0.773","0.329","1","hsa-miR-125a-3p","","","","","","","","","",""
"P3H2","0.440","0.773","0.571","1","hsa-miR-5572","","","","","","","","","",""
"P4HB","0.227","0.773","0.450","2","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","","","","","",""
"PACS1","0.189","0.773","0.398","2","hsa-miR-6869-5p","hsa-miR-1307-3p","","","","","","","","",""
"PACSIN1","0.233","0.773","0.459","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PADI1","0.332","0.773","0.398","1","hsa-miR-4419b","","","","","","","","","",""
"PAG1","0.331","0.773","0.589","2","hsa-miR-125a-3p","hsa-miR-1343-3p","","","","","","","","",""
"PALLD","0.344","0.773","0.416","1","hsa-miR-6869-5p","","","","","","","","","",""
"PAN2","0.410","0.773","0.519","1","hsa-miR-6131","","","","","","","","","",""
"PAPPA","0.283","0.773","0.329","1","hsa-miR-6088","","","","","","","","","",""
"PAQR3","0.388","0.773","0.485","1","hsa-miR-5572","","","","","","","","","",""
"PARK7","0.204","0.773","0.225","1","hsa-miR-4419b","","","","","","","","","",""
"PARP1","0.394","0.773","0.675","2","hsa-miR-8073","hsa-miR-4687-5p","","","","","","","","",""
"PARVG","0.189","0.773","0.208","1","hsa-miR-6805-5p","","","","","","","","","",""
"PAX6","0.344","0.773","0.416","1","hsa-miR-4419b","","","","","","","","","",""
"PCDHA6","0.305","0.773","0.554","2","hsa-miR-4419b","hsa-miR-1307-3p","","","","","","","","",""
"PCDHB2","0.244","0.773","0.277","1","hsa-miR-3180","","","","","","","","","",""
"PCP4L1","0.246","0.773","0.476","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"PDE7A","0.189","0.773","0.398","2","hsa-miR-125a-3p","hsa-miR-8073","","","","","","","","",""
"PDE7B","0.399","0.773","0.502","1","hsa-miR-1233-5p","","","","","","","","","",""
"PDGFRA","0.285","0.773","0.528","2","hsa-miR-6746-5p","hsa-miR-1233-5p","","","","","","","","",""
"PDLIM3","0.170","0.773","0.372","2","hsa-miR-1307-3p","hsa-miR-6131","","","","","","","","",""
"PDLIM5","0.292","0.773","0.537","2","hsa-miR-4532","hsa-miR-5572","","","","","","","","",""
"PDP2","0.306","0.773","0.646","3","hsa-miR-3184-5p","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","",""
"PDPN","0.399","0.773","0.502","1","hsa-miR-4419b","","","","","","","","","",""
"PDRG1","0.272","0.773","0.511","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PER1","0.273","0.773","0.606","3","hsa-miR-4706","hsa-miR-5572","hsa-miR-128-1-5p","","","","","","","",""
"PER3","0.344","0.773","0.416","1","hsa-miR-4787-5p","","","","","","","","","",""
"PFKFB3","0.170","0.773","0.372","2","hsa-miR-1233-5p","hsa-miR-3184-5p","","","","","","","","",""
"PFN2","0.271","0.773","0.312","1","hsa-miR-4732-5p","","","","","","","","","",""
"PGK1","0.305","0.773","0.554","2","hsa-miR-1343-3p","hsa-miR-125a-3p","","","","","","","","",""
"PHF7","0.331","0.773","0.589","2","hsa-miR-5572","hsa-miR-4258","","","","","","","","",""
"PHKG2","0.332","0.773","0.398","1","hsa-miR-1343-3p","","","","","","","","","",""
"PHLDA1","0.355","0.773","0.433","1","hsa-miR-4276","","","","","","","","","",""
"PHLPP1","0.366","0.773","0.450","1","hsa-miR-1307-3p","","","","","","","","","",""
"PHYKPL","0.283","0.773","0.329","1","hsa-miR-7110-5p","","","","","","","","","",""
"PI4K2B","0.253","0.773","0.485","2","hsa-miR-1307-3p","hsa-miR-1343-3p","","","","","","","","",""
"PIANP","0.204","0.773","0.225","1","hsa-miR-6131","","","","","","","","","",""
"PIEZO1","0.258","0.773","0.294","1","hsa-miR-92b-5p","","","","","","","","","",""
"PIK3CD","0.420","0.773","0.537","1","hsa-miR-663a","","","","","","","","","",""
"PIP5K1C","0.388","0.773","0.485","1","hsa-miR-4787-5p","","","","","","","","","",""
"PIWIL1","0.420","0.773","0.537","1","hsa-miR-8073","","","","","","","","","",""
"PLAC8","0.410","0.773","0.519","1","hsa-miR-4481","","","","","","","","","",""
"PLCG2","0.318","0.773","0.571","2","hsa-miR-6746-5p","hsa-miR-575","","","","","","","","",""
"PLCXD2","0.244","0.773","0.277","1","hsa-miR-1343-3p","","","","","","","","","",""
"PLD5","0.366","0.773","0.450","1","hsa-miR-4419b","","","","","","","","","",""
"PLEKHG2","0.221","0.773","0.543","3","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-8073","","","","","","","",""
"PLEKHG4B","0.440","0.773","0.571","1","hsa-miR-1307-3p","","","","","","","","","",""
"PLEKHM3","0.343","0.773","0.606","2","hsa-miR-6088","hsa-miR-1307-3p","","","","","","","","",""
"PLIN5","0.258","0.773","0.294","1","hsa-miR-1343-3p","","","","","","","","","",""
"PLXND1","0.235","0.773","0.560","3","hsa-miR-3184-5p","hsa-miR-4675","hsa-miR-1233-5p","","","","","","","",""
"PMPCA","0.381","0.773","0.658","2","hsa-miR-4419b","hsa-miR-6131","","","","","","","","",""
"PNMA2","0.214","0.773","0.433","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"PNMA8A","0.175","0.773","0.190","1","hsa-miR-1307-3p","","","","","","","","","",""
"PNPLA3","0.400","0.773","0.684","2","hsa-miR-1343-3p","hsa-miR-4687-5p","","","","","","","","",""
"PNPLA6","0.337","0.773","0.597","2","hsa-miR-1233-5p","hsa-miR-7110-5p","","","","","","","","",""
"PNPLA7","0.217","0.773","0.242","1","hsa-miR-6857-5p","","","","","","","","","",""
"PNPT1","0.410","0.773","0.519","1","hsa-miR-1307-3p","","","","","","","","","",""
"POFUT2","0.198","0.773","0.514","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4419b","","","","","","","",""
"POLD3","0.285","0.773","0.528","2","hsa-miR-4481","hsa-miR-575","","","","","","","","",""
"POLDIP2","0.176","0.773","0.381","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"POLL","0.418","0.773","0.710","2","hsa-miR-125a-3p","hsa-miR-3184-5p","","","","","","","","",""
"POLR1A","0.440","0.773","0.571","1","hsa-miR-4419b","","","","","","","","","",""
"POLR1E","0.283","0.773","0.329","1","hsa-miR-6746-5p","","","","","","","","","",""
"POLR3A","0.226","0.773","0.548","3","hsa-miR-125a-3p","hsa-miR-6131","hsa-miR-6088","","","","","","","",""
"POLR3F","0.227","0.773","0.450","2","hsa-miR-8073","hsa-miR-1203","","","","","","","","",""
"PPARD","0.244","0.773","0.277","1","hsa-miR-4276","","","","","","","","","",""
"PPFIA4","0.258","0.773","0.294","1","hsa-miR-6857-5p","","","","","","","","","",""
"PPM1D","0.195","0.773","0.407","2","hsa-miR-4419b","hsa-miR-4687-5p","","","","","","","","",""
"PPM1H","0.420","0.773","0.537","1","hsa-miR-125a-3p","","","","","","","","","",""
"PPM1N","0.283","0.773","0.329","1","hsa-miR-3940-5p","","","","","","","","","",""
"PPP1R16B","0.279","0.773","0.519","2","hsa-miR-8069","hsa-miR-4648","","","","","","","","",""
"PPP1R9B","0.362","0.773","0.632","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"PPP2R2A","0.362","0.773","0.632","2","hsa-miR-6088","hsa-miR-6805-5p","","","","","","","","",""
"PPP5D1","0.244","0.773","0.277","1","hsa-miR-1307-3p","","","","","","","","","",""
"PPP6R1","0.226","0.773","0.548","3","hsa-miR-3940-5p","hsa-miR-7110-5p","hsa-miR-6746-5p","","","","","","","",""
"PPY","0.355","0.773","0.433","1","hsa-miR-4419b","","","","","","","","","",""
"PRDM1","0.355","0.773","0.433","1","hsa-miR-125a-3p","","","","","","","","","",""
"PRIM1","0.301","0.773","0.641","3","hsa-miR-4419b","hsa-miR-125a-3p","hsa-miR-8073","","","","","","","",""
"PRKCH","0.283","0.773","0.329","1","hsa-miR-1343-3p","","","","","","","","","",""
"PROSER2","0.318","0.773","0.571","2","hsa-miR-1307-3p","hsa-miR-4687-5p","","","","","","","","",""
"PROX1","0.440","0.773","0.571","1","hsa-miR-4787-3p","","","","","","","","","",""
"PRPF38A","0.266","0.773","0.502","2","hsa-miR-4258","hsa-miR-1307-3p","","","","","","","","",""
"PRPF4","0.369","0.773","0.641","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"PRPSAP1","0.271","0.773","0.312","1","hsa-miR-1343-3p","","","","","","","","","",""
"PRR13","0.337","0.773","0.597","2","hsa-miR-6131","hsa-miR-8073","","","","","","","","",""
"PRR23A","0.201","0.773","0.416","2","hsa-miR-6088","hsa-miR-1307-3p","","","","","","","","",""
"PRRC2B","0.229","0.773","0.615","4","hsa-miR-6088","hsa-miR-5572","hsa-miR-92a-2-5p","hsa-miR-3184-5p","","","","","","",""
"PRRT2","0.350","0.773","0.615","2","hsa-miR-125a-3p","hsa-miR-4675","","","","","","","","",""
"PRY","0.271","0.773","0.312","1","hsa-miR-125a-3p","","","","","","","","","",""
"PRY2","0.271","0.773","0.312","1","hsa-miR-125a-3p","","","","","","","","","",""
"PSAPL1","0.308","0.773","0.364","1","hsa-miR-4783-3p","","","","","","","","","",""
"PSD4","0.362","0.773","0.632","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"PSENEN","0.344","0.773","0.416","1","hsa-miR-1343-3p","","","","","","","","","",""
"PSMB2","0.195","0.773","0.407","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"PSMD1","0.320","0.773","0.381","1","hsa-miR-6131","","","","","","","","","",""
"PTCHD1","0.292","0.773","0.537","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PTGS1","0.399","0.773","0.502","1","hsa-miR-4675","","","","","","","","","",""
"PTK6","0.356","0.773","0.623","2","hsa-miR-4532","hsa-miR-4419b","","","","","","","","",""
"PTK7","0.430","0.773","0.554","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"PTPN3","0.366","0.773","0.450","1","hsa-miR-125a-3p","","","","","","","","","",""
"PTPN6","0.344","0.773","0.416","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"PUS10","0.258","0.773","0.294","1","hsa-miR-1307-3p","","","","","","","","","",""
"PUS3","0.344","0.773","0.416","1","hsa-miR-6802-5p","","","","","","","","","",""
"PXN","0.377","0.773","0.467","1","hsa-miR-4734","","","","","","","","","",""
"QDPR","0.305","0.773","0.554","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"QRSL1","0.440","0.773","0.571","1","hsa-miR-1307-3p","","","","","","","","","",""
"QSER1","0.406","0.773","0.693","2","hsa-miR-8073","hsa-miR-4732-5p","","","","","","","","",""
"QSOX2","0.311","0.773","0.563","2","hsa-miR-4481","hsa-miR-6805-5p","","","","","","","","",""
"RAB13","0.311","0.773","0.563","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RAB15","0.216","0.773","0.537","3","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-1343-3p","","","","","","","",""
"RAB17","0.283","0.773","0.329","1","hsa-miR-4706","","","","","","","","","",""
"RAB31","0.410","0.773","0.519","1","hsa-miR-4276","","","","","","","","","",""
"RAB3B","0.266","0.773","0.502","2","hsa-miR-7110-5p","hsa-miR-4532","","","","","","","","",""
"RAB40B","0.410","0.773","0.519","1","hsa-miR-1307-3p","","","","","","","","","",""
"RAB4A","0.343","0.773","0.606","2","hsa-miR-4687-5p","hsa-miR-4419b","","","","","","","","",""
"RAB9A","0.410","0.773","0.519","1","hsa-miR-1307-3p","","","","","","","","","",""
"RABAC1","0.182","0.773","0.390","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RABGAP1L","0.189","0.773","0.502","3","hsa-miR-6802-5p","hsa-miR-6131","hsa-miR-1343-3p","","","","","","","",""
"RABGEF1","0.305","0.773","0.554","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"RAC1","0.369","0.773","0.641","2","hsa-miR-5572","hsa-miR-6857-5p","","","","","","","","",""
"RACK1","0.283","0.773","0.329","1","hsa-miR-575","","","","","","","","","",""
"RAD51L3-RFFL","0.377","0.773","0.467","1","hsa-miR-4532","","","","","","","","","",""
"RAET1E","0.355","0.773","0.433","1","hsa-miR-4276","","","","","","","","","",""
"RALBP1","0.355","0.773","0.433","1","hsa-miR-4481","","","","","","","","","",""
"RALGAPA2","0.217","0.773","0.242","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"RASD1","0.231","0.773","0.260","1","hsa-miR-3180","","","","","","","","","",""
"RBBP9","0.366","0.773","0.450","1","hsa-miR-1228-5p","","","","","","","","","",""
"RBCK1","0.244","0.773","0.277","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"RBM27","0.285","0.773","0.528","2","hsa-miR-6088","hsa-miR-125a-3p","","","","","","","","",""
"RBPJL","0.355","0.773","0.433","1","hsa-miR-3184-5p","","","","","","","","","",""
"RCE1","0.344","0.773","0.416","1","hsa-miR-7110-5p","","","","","","","","","",""
"RCOR1","0.189","0.773","0.398","2","hsa-miR-6088","hsa-miR-8073","","","","","","","","",""
"RDH10","0.406","0.773","0.693","2","hsa-miR-3940-5p","hsa-miR-575","","","","","","","","",""
"REG3A","0.175","0.773","0.190","1","hsa-miR-4706","","","","","","","","","",""
"REPS1","0.283","0.773","0.329","1","hsa-miR-8073","","","","","","","","","",""
"RER1","0.296","0.773","0.346","1","hsa-miR-6088","","","","","","","","","",""
"RETREG3","0.377","0.773","0.467","1","hsa-miR-6802-5p","","","","","","","","","",""
"RFC2","0.437","0.773","0.736","2","hsa-miR-4419b","hsa-miR-6869-5p","","","","","","","","",""
"RFFL","0.440","0.773","0.571","1","hsa-miR-4532","","","","","","","","","",""
"RFLNB","0.366","0.773","0.450","1","hsa-miR-4419b","","","","","","","","","",""
"RFT1","0.356","0.773","0.623","2","hsa-miR-1233-5p","hsa-miR-4419b","","","","","","","","",""
"RFWD3","0.420","0.773","0.537","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"RFX1","0.388","0.773","0.485","1","hsa-miR-8069","","","","","","","","","",""
"RGS16","0.344","0.773","0.416","1","hsa-miR-6857-5p","","","","","","","","","",""
"RGS9BP","0.311","0.773","0.563","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RHBDL2","0.344","0.773","0.416","1","hsa-miR-1307-3p","","","","","","","","","",""
"RIF1","0.425","0.773","0.719","2","hsa-miR-92a-2-5p","hsa-miR-4419b","","","","","","","","",""
"RIMKLB","0.377","0.773","0.467","1","hsa-miR-6857-5p","","","","","","","","","",""
"RNF121","0.410","0.773","0.519","1","hsa-miR-4481","","","","","","","","","",""
"RNF125","0.212","0.773","0.531","3","hsa-miR-4419b","hsa-miR-6746-5p","hsa-miR-6088","","","","","","","",""
"RNF14","0.440","0.773","0.571","1","hsa-miR-6869-5p","","","","","","","","","",""
"RNF146","0.366","0.773","0.450","1","hsa-miR-92b-5p","","","","","","","","","",""
"RNF170","0.366","0.773","0.450","1","hsa-miR-1343-3p","","","","","","","","","",""
"RNF187","0.425","0.773","0.719","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"RNF219","0.332","0.773","0.398","1","hsa-miR-4276","","","","","","","","","",""
"RNPEPL1","0.258","0.773","0.294","1","hsa-miR-1343-3p","","","","","","","","","",""
"ROBO4","0.296","0.773","0.346","1","hsa-miR-6805-5p","","","","","","","","","",""
"RPA1","0.244","0.773","0.277","1","hsa-miR-6131","","","","","","","","","",""
"RPF2","0.425","0.773","0.719","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RPL12","0.195","0.773","0.407","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"RPL18A","0.437","0.773","0.736","2","hsa-miR-5572","hsa-miR-6784-5p","","","","","","","","",""
"RPL30","0.320","0.773","0.381","1","hsa-miR-125a-3p","","","","","","","","","",""
"RPL34","0.344","0.773","0.416","1","hsa-miR-1307-3p","","","","","","","","","",""
"RPL35","0.296","0.773","0.346","1","hsa-miR-4787-3p","","","","","","","","","",""
"RPP14","0.406","0.773","0.693","2","hsa-miR-4419b","hsa-miR-6131","","","","","","","","",""
"RPS6","0.410","0.773","0.519","1","hsa-miR-125a-3p","","","","","","","","","",""
"RPS6KL1","0.283","0.773","0.329","1","hsa-miR-3184-5p","","","","","","","","","",""
"RRAGD","0.272","0.773","0.511","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"RRP15","0.271","0.773","0.312","1","hsa-miR-8073","","","","","","","","","",""
"RRS1","0.320","0.773","0.381","1","hsa-miR-4783-3p","","","","","","","","","",""
"RSBN1L","0.375","0.773","0.649","2","hsa-miR-3180","hsa-miR-1307-3p","","","","","","","","",""
"RSPH3","0.271","0.773","0.312","1","hsa-miR-1307-3p","","","","","","","","","",""
"RSPO1","0.332","0.773","0.398","1","hsa-miR-4687-5p","","","","","","","","","",""
"RTL8C","0.431","0.773","0.727","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"RTN4RL1","0.204","0.773","0.225","1","hsa-miR-4732-5p","","","","","","","","","",""
"RUNDC1","0.253","0.773","0.485","2","hsa-miR-6088","hsa-miR-125a-3p","","","","","","","","",""
"RXRB","0.195","0.773","0.407","2","hsa-miR-3180","hsa-miR-6805-5p","","","","","","","","",""
"S100A2","0.271","0.773","0.312","1","hsa-miR-1343-3p","","","","","","","","","",""
"S1PR3","0.388","0.773","0.485","1","hsa-miR-125a-3p","","","","","","","","","",""
"SAA1","0.344","0.773","0.416","1","hsa-miR-7110-5p","","","","","","","","","",""
"SAE1","0.344","0.773","0.416","1","hsa-miR-4687-5p","","","","","","","","","",""
"SALL4","0.377","0.773","0.467","1","hsa-miR-3180","","","","","","","","","",""
"SAMD15","0.308","0.773","0.364","1","hsa-miR-1203","","","","","","","","","",""
"SCAI","0.283","0.773","0.329","1","hsa-miR-6746-5p","","","","","","","","","",""
"SCAMP2","0.350","0.773","0.615","2","hsa-miR-3184-5p","hsa-miR-4419b","","","","","","","","",""
"SCARF1","0.201","0.773","0.416","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SCARF2","0.244","0.773","0.277","1","hsa-miR-1343-3p","","","","","","","","","",""
"SCIMP","0.214","0.773","0.433","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"SCNM1","0.208","0.773","0.424","2","hsa-miR-1228-5p","hsa-miR-4419b","","","","","","","","",""
"SDCBP","0.296","0.773","0.346","1","hsa-miR-3940-5p","","","","","","","","","",""
"SEC24C","0.271","0.773","0.312","1","hsa-miR-4481","","","","","","","","","",""
"SEC24D","0.388","0.773","0.485","1","hsa-miR-6131","","","","","","","","","",""
"SECISBP2L","0.185","0.773","0.496","3","hsa-miR-6088","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","",""
"SELPLG","0.332","0.773","0.398","1","hsa-miR-4532","","","","","","","","","",""
"SEMA3E","0.279","0.773","0.519","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"SEPHS1","0.362","0.773","0.632","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SEPT4","0.332","0.773","0.398","1","hsa-miR-8073","","","","","","","","","",""
"SERPINA1","0.271","0.773","0.312","1","hsa-miR-1343-3p","","","","","","","","","",""
"SERPINF2","0.204","0.773","0.225","1","hsa-miR-4687-5p","","","","","","","","","",""
"SETD9","0.377","0.773","0.467","1","hsa-miR-4419b","","","","","","","","","",""
"SETX","0.244","0.773","0.277","1","hsa-miR-125a-3p","","","","","","","","","",""
"SGIP1","0.332","0.773","0.398","1","hsa-miR-6869-5p","","","","","","","","","",""
"SGK3","0.420","0.773","0.537","1","hsa-miR-6131","","","","","","","","","",""
"SGO1","0.298","0.773","0.545","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"SGSM1","0.296","0.773","0.346","1","hsa-miR-6131","","","","","","","","","",""
"SH2D5","0.410","0.773","0.519","1","hsa-miR-4687-5p","","","","","","","","","",""
"SHISA2","0.266","0.773","0.502","2","hsa-miR-3180","hsa-miR-4419b","","","","","","","","",""
"SINHCAF","0.246","0.773","0.476","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SIRPB2","0.231","0.773","0.260","1","hsa-miR-6131","","","","","","","","","",""
"SLC10A6","0.287","0.773","0.623","3","hsa-miR-4419b","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","",""
"SLC11A1","0.283","0.773","0.329","1","hsa-miR-1233-5p","","","","","","","","","",""
"SLC12A7","0.263","0.773","0.594","3","hsa-miR-1203","hsa-miR-4276","hsa-miR-4675","","","","","","","",""
"SLC15A2","0.175","0.773","0.190","1","hsa-miR-125a-3p","","","","","","","","","",""
"SLC16A13","0.366","0.773","0.450","1","hsa-miR-4687-5p","","","","","","","","","",""
"SLC16A9","0.337","0.773","0.597","2","hsa-miR-4276","hsa-miR-8069","","","","","","","","",""
"SLC19A3","0.437","0.773","0.736","2","hsa-miR-4481","hsa-miR-4419b","","","","","","","","",""
"SLC1A2","0.195","0.773","0.407","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"SLC1A7","0.175","0.773","0.190","1","hsa-miR-8073","","","","","","","","","",""
"SLC22A3","0.344","0.773","0.416","1","hsa-miR-3940-5p","","","","","","","","","",""
"SLC25A23","0.344","0.773","0.416","1","hsa-miR-6857-5p","","","","","","","","","",""
"SLC25A51","0.355","0.773","0.433","1","hsa-miR-1307-3p","","","","","","","","","",""
"SLC26A2","0.298","0.773","0.545","2","hsa-miR-6869-5p","hsa-miR-4532","","","","","","","","",""
"SLC27A1","0.249","0.773","0.577","3","hsa-miR-92a-2-5p","hsa-miR-1233-5p","hsa-miR-4419b","","","","","","","",""
"SLC2A14","0.399","0.773","0.502","1","hsa-miR-6088","","","","","","","","","",""
"SLC2A8","0.430","0.773","0.554","1","hsa-miR-4675","","","","","","","","","",""
"SLC30A5","0.201","0.773","0.416","2","hsa-miR-4732-5p","hsa-miR-4532","","","","","","","","",""
"SLC30A6","0.176","0.773","0.381","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SLC35C2","0.207","0.773","0.525","3","hsa-miR-92a-2-5p","hsa-miR-4675","hsa-miR-4687-5p","","","","","","","",""
"SLC35E1","0.266","0.773","0.502","2","hsa-miR-4532","hsa-miR-1307-3p","","","","","","","","",""
"SLC35F1","0.271","0.773","0.312","1","hsa-miR-4419b","","","","","","","","","",""
"SLC39A1","0.420","0.773","0.537","1","hsa-miR-128-1-5p","","","","","","","","","",""
"SLC39A10","0.377","0.773","0.467","1","hsa-miR-8073","","","","","","","","","",""
"SLC43A1","0.271","0.773","0.312","1","hsa-miR-575","","","","","","","","","",""
"SLC46A1","0.420","0.773","0.537","1","hsa-miR-1238-5p","","","","","","","","","",""
"SLC4A4","0.283","0.773","0.329","1","hsa-miR-1343-3p","","","","","","","","","",""
"SLC7A5P2","0.271","0.773","0.312","1","hsa-miR-4419b","","","","","","","","","",""
"SLC8A3","0.204","0.773","0.225","1","hsa-miR-8073","","","","","","","","","",""
"SLC9A3R1","0.399","0.773","0.502","1","hsa-miR-4276","","","","","","","","","",""
"SLFN12","0.388","0.773","0.485","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"SLIT3","0.296","0.773","0.346","1","hsa-miR-1343-3p","","","","","","","","","",""
"SLPI","0.366","0.773","0.450","1","hsa-miR-4419b","","","","","","","","","",""
"SLX4","0.266","0.773","0.502","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"SLX4IP","0.344","0.773","0.416","1","hsa-miR-4419b","","","","","","","","","",""
"SMAGP","0.440","0.773","0.571","1","hsa-miR-1343-3p","","","","","","","","","",""
"SMARCD2","0.175","0.773","0.190","1","hsa-miR-6088","","","","","","","","","",""
"SMDT1","0.296","0.773","0.346","1","hsa-miR-125a-3p","","","","","","","","","",""
"SMG7","0.399","0.773","0.502","1","hsa-miR-1203","","","","","","","","","",""
"SMIM12","0.283","0.773","0.329","1","hsa-miR-575","","","","","","","","","",""
"SMIM17","0.271","0.773","0.312","1","hsa-miR-8073","","","","","","","","","",""
"SMURF2","0.388","0.773","0.485","1","hsa-miR-125a-3p","","","","","","","","","",""
"SMYD4","0.440","0.773","0.571","1","hsa-miR-1307-3p","","","","","","","","","",""
"SNAI1","0.332","0.773","0.398","1","hsa-miR-128-1-5p","","","","","","","","","",""
"SNRNP48","0.377","0.773","0.467","1","hsa-miR-575","","","","","","","","","",""
"SNRPD1","0.229","0.773","0.615","4","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","",""
"SNW1","0.296","0.773","0.346","1","hsa-miR-5572","","","","","","","","","",""
"SNX2","0.227","0.773","0.450","2","hsa-miR-125a-3p","hsa-miR-6088","","","","","","","","",""
"SNX24","0.388","0.773","0.485","1","hsa-miR-4481","","","","","","","","","",""
"SNX4","0.440","0.773","0.571","1","hsa-miR-4732-5p","","","","","","","","","",""
"SOCS7","0.260","0.773","0.649","4","hsa-miR-4481","hsa-miR-4532","hsa-miR-4648","hsa-miR-92b-5p","","","","","","",""
"SOS2","0.283","0.773","0.329","1","hsa-miR-4276","","","","","","","","","",""
"SOWAHA","0.410","0.773","0.519","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"SPAST","0.233","0.773","0.459","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SPATA2","0.379","0.773","0.733","3","hsa-miR-3184-5p","hsa-miR-3180","hsa-miR-6805-5p","","","","","","","",""
"SPCS3","0.181","0.773","0.491","3","hsa-miR-1238-5p","hsa-miR-4481","hsa-miR-7110-5p","","","","","","","",""
"SPEF1","0.296","0.773","0.346","1","hsa-miR-3184-5p","","","","","","","","","",""
"SPIN4","0.240","0.773","0.467","2","hsa-miR-1238-5p","hsa-miR-4687-5p","","","","","","","","",""
"SPON2","0.332","0.773","0.398","1","hsa-miR-6857-5p","","","","","","","","","",""
"SPRED3","0.377","0.773","0.467","1","hsa-miR-1343-3p","","","","","","","","","",""
"SPTBN2","0.201","0.773","0.416","2","hsa-miR-4675","hsa-miR-1343-3p","","","","","","","","",""
"SQSTM1","0.377","0.773","0.467","1","hsa-miR-8069","","","","","","","","","",""
"SRARP","0.170","0.773","0.372","2","hsa-miR-6869-5p","hsa-miR-1307-3p","","","","","","","","",""
