Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
CYP2W1,0.011111111111111072,0.628,0.807,0.97,1,hsa-miR-1233-5p,,,,,,,,,,
C8orf33,0.011111111111111072,0.628,0.807,0.97,1,hsa-miR-4732-5p,,,,,,,,,,
ZMIZ2,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4675,,,,,,,,,,
ZBTB44,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-6088,,,,,,,,,,
CEP57L1,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4419b,,,,,,,,,,
UQCRB,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-6131,,,,,,,,,,
SYT2,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4481,,,,,,,,,,
RPP25,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4481,,,,,,,,,,
RBL1,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-1343-3p,,,,,,,,,,
RAD54L2,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4675,,,,,,,,,,
PRRC2C,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-8073,,,,,,,,,,
PAWR,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-6869-5p,,,,,,,,,,
LIAS,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-125a-3p,,,,,,,,,,
LETM1,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-6746-5p,,,,,,,,,,
IGFBP4,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-7110-5p,,,,,,,,,,
ESF1,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-1307-3p,,,,,,,,,,
ENTPD7,0.011111111111111072,0.621,0.807,0.952,1,hsa-miR-4732-5p,,,,,,,,,,
MFSD8,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-4732-5p,,,,,,,,,,
LUC7L2,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-1307-3p,,,,,,,,,,
LIN52,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-6131,,,,,,,,,,
SEC22C,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-3184-5p,,,,,,,,,,
MIGA1,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-4532,,,,,,,,,,
MCM7,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-3184-5p,,,,,,,,,,
IYD,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-6131,,,,,,,,,,
INIP,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-8069,,,,,,,,,,
HAVCR1,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-6746-5p,,,,,,,,,,
ESS2,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-4687-5p,,,,,,,,,,
DTX3L,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-6746-5p,,,,,,,,,,
CYP27C1,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-6131,,,,,,,,,,
BUB3,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-6802-5p,,,,,,,,,,
ZDHHC15,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-6869-5p,,,,,,,,,,
WFDC6,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-125a-3p,,,,,,,,,,
TARDBP,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-6805-5p,,,,,,,,,,
PFAS,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-125a-3p,,,,,,,,,,
KIAA0754,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-8073,,,,,,,,,,
NPFFR1,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-4419b,,,,,,,,,,
NFASC,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-3184-5p,,,,,,,,,,
MAPKAPK2,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-1233-5p,,,,,,,,,,
KIAA1549,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-4732-5p,,,,,,,,,,
IRAK2,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-4419b,,,,,,,,,,
FAM46A,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-6869-5p,,,,,,,,,,
ERO1A,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-8073,,,,,,,,,,
EHD3,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-4732-5p,,,,,,,,,,
C6orf223,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-4258,,,,,,,,,,
BTN3A2,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-1307-3p,,,,,,,,,,
BTG3,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-8069,,,,,,,,,,
AQP3,0.011111111111111072,0.586,0.799,0.866,1,hsa-miR-6869-5p,,,,,,,,,,
NGFR,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-7110-5p,,,,,,,,,,
PIGG,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-125a-3p,,,,,,,,,,
PITPNA,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-1233-5p,,,,,,,,,,
SRPRA,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-5572,,,,,,,,,,
ITGB1,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-8073,,,,,,,,,,
GEMIN6,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-4532,,,,,,,,,,
G6PC,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-1307-3p,,,,,,,,,,
DUSP4,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-1233-5p,,,,,,,,,,
DPY19L1,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-128-1-5p,,,,,,,,,,
BTBD19,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-4419b,,,,,,,,,,
BDP1,0.011111111111111072,0.607,0.805,0.918,1,hsa-miR-1343-3p,,,,,,,,,,
TMEM170B,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-6746-5p,,,,,,,,,,
SLC25A12,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-4687-5p,,,,,,,,,,
SCRG1,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-1343-3p,,,,,,,,,,
RAB36,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-4419b,,,,,,,,,,
LYN,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-6805-5p,,,,,,,,,,
LIMK1,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-1233-5p,,,,,,,,,,
KLHL7,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-1307-3p,,,,,,,,,,
HIST1H3B,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-3940-5p,,,,,,,,,,
GRIN2A,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-125a-3p,,,,,,,,,,
DLGAP3,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-92a-2-5p,,,,,,,,,,
DGKH,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-575,,,,,,,,,,
DGKE,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-4258,,,,,,,,,,
CMPK1,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-6088,,,,,,,,,,
CDK1,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-663a,,,,,,,,,,
ACOT2,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-4419b,,,,,,,,,,
ABCC6,0.011111111111111072,0.6,0.804,0.9,1,hsa-miR-92a-2-5p,,,,,,,,,,
UBE2D4,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-1228-5p,,,,,,,,,,
TGFBR1,0.011111111111111072,0.593,0.803,0.883,1,hsa-miR-1343-3p,,,,,,,,,,
MTO1,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-1343-3p,,,,,,,,,,
QPCTL,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-575,,,,,,,,,,
NCAPG2,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-6746-5p,,,,,,,,,,
SIGLEC9,0.011111111111111072,0.798,0.854,1.56,1,hsa-miR-4532,,,,,,,,,,
TLCD2,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-6869-5p,,,,,,,,,,
ZNF701,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-4419b,,,,,,,,,,
KCNMB1,0.011111111111111072,0.798,0.854,1.56,1,hsa-miR-6869-5p,,,,,,,,,,
MON1B,0.011111111111111072,0.798,0.854,1.56,1,hsa-miR-92b-5p,,,,,,,,,,
MRM3,0.011111111111111072,0.798,0.854,1.56,1,hsa-miR-8073,,,,,,,,,,
PKD1,0.011111111111111072,0.798,0.854,1.56,1,hsa-miR-4787-5p,,,,,,,,,,
PAK2,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-4687-5p,,,,,,,,,,
SRF,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-4419b,,,,,,,,,,
PITPNM3,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-3940-5p,,,,,,,,,,
POTED,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-4687-5p,,,,,,,,,,
RASSF9,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-4419b,,,,,,,,,,
RBM43,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-4532,,,,,,,,,,
SDE2,0.011111111111111072,0.802,0.855,1.58,1,hsa-miR-8069,,,,,,,,,,
MLF2,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-3184-5p,,,,,,,,,,
IMP4,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-8073,,,,,,,,,,
HMGB2,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-6869-5p,,,,,,,,,,
GLG1,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-4276,,,,,,,,,,
FADS6,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-4675,,,,,,,,,,
AMOTL2,0.011111111111111072,0.794,0.851,1.54,1,hsa-miR-1343-3p,,,,,,,,,,
PPM1L,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-4419b,,,,,,,,,,
MAPK14,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-125a-3p,,,,,,,,,,
GPR75,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-4419b,,,,,,,,,,
FOSL1,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-92a-2-5p,,,,,,,,,,
FNDC3B,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-4706,,,,,,,,,,
FKBP5,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-1343-3p,,,,,,,,,,
DYNLL2,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-4276,,,,,,,,,,
DIP2A,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-1307-3p,,,,,,,,,,
ACVR2B,0.011111111111111072,0.791,0.849,1.52,1,hsa-miR-6802-5p,,,,,,,,,,
ZNF623,0.011111111111111072,0.787,0.848,1.51,1,hsa-miR-4419b,,,,,,,,,,
TMEM33,0.011111111111111072,0.787,0.848,1.51,1,hsa-miR-6088,,,,,,,,,,
SLC28A1,0.011111111111111072,0.787,0.848,1.51,1,hsa-miR-6131,,,,,,,,,,
NUP155,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-125a-3p,,,,,,,,,,
TAF1D,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-6088,,,,,,,,,,
POLR2F,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-575,,,,,,,,,,
ATP6V0E1,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-6088,,,,,,,,,,
TIMM10,0.011111111111111072,0.816,0.862,1.64,1,hsa-miR-6131,,,,,,,,,,
BRIX1,0.011111111111111072,0.819,0.864,1.66,1,hsa-miR-6746-5p,,,,,,,,,,
C15orf40,0.011111111111111072,0.819,0.864,1.66,1,hsa-miR-125a-3p,,,,,,,,,,
C1orf50,0.011111111111111072,0.819,0.864,1.66,1,hsa-miR-6088,,,,,,,,,,
CLUAP1,0.011111111111111072,0.819,0.864,1.66,1,hsa-miR-125a-3p,,,,,,,,,,
AR,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-92a-2-5p,,,,,,,,,,
CERS4,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-6088,,,,,,,,,,
TBC1D19,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-4419b,,,,,,,,,,
CLIC4,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-4687-5p,,,,,,,,,,
MKLN1,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-575,,,,,,,,,,
NOL9,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-4258,,,,,,,,,,
PHF19,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-4675,,,,,,,,,,
PLEKHA3,0.011111111111111072,0.822,0.866,1.68,1,hsa-miR-92a-2-5p,,,,,,,,,,
AGTRAP,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-8073,,,,,,,,,,
QRFPR,0.011111111111111072,0.816,0.862,1.64,1,hsa-miR-8069,,,,,,,,,,
PPIC,0.011111111111111072,0.816,0.862,1.64,1,hsa-miR-6131,,,,,,,,,,
HOXC8,0.011111111111111072,0.816,0.862,1.64,1,hsa-miR-3940-5p,,,,,,,,,,
AAK1,0.011111111111111072,0.816,0.862,1.64,1,hsa-miR-6131,,,,,,,,,,
TRAF3IP2,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-575,,,,,,,,,,
OPA3,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-125a-3p,,,,,,,,,,
NOA1,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-125a-3p,,,,,,,,,,
IL6R,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-1307-3p,,,,,,,,,,
FOSL2,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-4419b,,,,,,,,,,
CBS,0.011111111111111072,0.812,0.86,1.63,1,hsa-miR-1343-3p,,,,,,,,,,
ZFHX3,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-6805-5p,,,,,,,,,,
TMEM239,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-92a-2-5p,,,,,,,,,,
REEP3,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-3184-5p,,,,,,,,,,
PCCB,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-6869-5p,,,,,,,,,,
IGF2BP1,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-6131,,,,,,,,,,
CHERP,0.011111111111111072,0.809,0.858,1.61,1,hsa-miR-4706,,,,,,,,,,
USP6NL,0.011111111111111072,0.805,0.857,1.59,1,hsa-miR-92b-5p,,,,,,,,,,
SLC25A45,0.011111111111111072,0.787,0.848,1.51,1,hsa-miR-4419b,,,,,,,,,,
BTBD3,0.011111111111111072,0.787,0.848,1.51,1,hsa-miR-4276,,,,,,,,,,
ZNF704,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-1343-3p,,,,,,,,,,
ZNF284,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-1307-3p,,,,,,,,,,
CNOT6L,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-4687-5p,,,,,,,,,,
FBXW2,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-4419b,,,,,,,,,,
GMEB1,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-6088,,,,,,,,,,
MRPL17,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-6869-5p,,,,,,,,,,
SLC35F5,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-4532,,,,,,,,,,
TSPAN6,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-1307-3p,,,,,,,,,,
ZNF682,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-1307-3p,,,,,,,,,,
ZFP69B,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-125a-3p,,,,,,,,,,
ATXN1L,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-4706,,,,,,,,,,
BICD2,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-1233-5p,,,,,,,,,,
GTPBP2,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-1238-5p,,,,,,,,,,
MCF2L2,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-4419b,,,,,,,,,,
MECP2,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-4481,,,,,,,,,,
PER2,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-4419b,,,,,,,,,,
CHST6,0.011111111111111072,0.762,0.837,1.4,1,hsa-miR-575,,,,,,,,,,
TXNL1,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-4532,,,,,,,,,,
TRAF7,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-3184-5p,,,,,,,,,,
RNF149,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-6869-5p,,,,,,,,,,
PPIA,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-1307-3p,,,,,,,,,,
NBL1,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-6857-5p,,,,,,,,,,
MPRIP,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-128-1-5p,,,,,,,,,,
MCM8,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-4532,,,,,,,,,,
KDM5A,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-1307-3p,,,,,,,,,,
IRF2BP2,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-3940-5p,,,,,,,,,,
ELP2,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-6088,,,,,,,,,,
DLC1,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-3940-5p,,,,,,,,,,
BAG4,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-6131,,,,,,,,,,
ARF1,0.011111111111111072,0.758,0.835,1.39,1,hsa-miR-3940-5p,,,,,,,,,,
WNT7B,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-125a-3p,,,,,,,,,,
TRMO,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-4419b,,,,,,,,,,
SPATA5,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-125a-3p,,,,,,,,,,
SAR1B,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-125a-3p,,,,,,,,,,
ZIC5,0.011111111111111072,0.767,0.839,1.42,1,hsa-miR-125a-3p,,,,,,,,,,
AAED1,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
AGAP9,0.011111111111111072,0.779,0.845,1.47,1,hsa-miR-4419b,,,,,,,,,,
YES1,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4419b,,,,,,,,,,
VCAM1,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4419b,,,,,,,,,,
SUSD1,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-6131,,,,,,,,,,
POLR3K,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4419b,,,,,,,,,,
POLQ,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-1307-3p,,,,,,,,,,
MTPAP,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4419b,,,,,,,,,,
LIMD1,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-1233-5p,,,,,,,,,,
GPR107,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-1343-3p,,,,,,,,,,
COL4A3BP,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4276,,,,,,,,,,
ATXN7L3,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-1343-3p,,,,,,,,,,
AHCYL2,0.011111111111111072,0.783,0.846,1.49,1,hsa-miR-4532,,,,,,,,,,
ZNF587,0.011111111111111072,0.779,0.845,1.47,1,hsa-miR-4419b,,,,,,,,,,
RTL8A,0.011111111111111072,0.779,0.845,1.47,1,hsa-miR-6857-5p,,,,,,,,,,
LNPEP,0.011111111111111072,0.779,0.845,1.47,1,hsa-miR-6131,,,,,,,,,,
XRCC6,0.011111111111111072,0.775,0.843,1.45,1,hsa-miR-1233-5p,,,,,,,,,,
ARL8B,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
RBBP4,0.011111111111111072,0.775,0.843,1.45,1,hsa-miR-6131,,,,,,,,,,
PTGIS,0.011111111111111072,0.775,0.843,1.45,1,hsa-miR-6784-5p,,,,,,,,,,
MKI67,0.011111111111111072,0.775,0.843,1.45,1,hsa-miR-6131,,,,,,,,,,
KIF6,0.011111111111111072,0.775,0.843,1.45,1,hsa-miR-4419b,,,,,,,,,,
PXMP4,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-1307-3p,,,,,,,,,,
PTBP2,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
PPIL4,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-6088,,,,,,,,,,
MPPE1,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
LINC00346,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
LILRA2,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-1343-3p,,,,,,,,,,
HOXA10,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4783-3p,,,,,,,,,,
EVI5,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4419b,,,,,,,,,,
CREBZF,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-8073,,,,,,,,,,
CPT1A,0.011111111111111072,0.771,0.84,1.44,1,hsa-miR-4258,,,,,,,,,,
CANX,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-8069,,,,,,,,,,
CPE,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-4419b,,,,,,,,,,
ERGIC2,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-3940-5p,,,,,,,,,,
ZBTB34,0.011111111111111072,0.901,0.914,2.23,1,hsa-miR-6746-5p,,,,,,,,,,
TMEM245,0.011111111111111072,0.895,0.91,2.18,1,hsa-miR-4732-5p,,,,,,,,,,
VEGFA,0.011111111111111072,0.895,0.91,2.18,1,hsa-miR-125a-3p,,,,,,,,,,
DR1,0.011111111111111072,0.897,0.912,2.2,1,hsa-miR-4419b,,,,,,,,,,
FRK,0.011111111111111072,0.897,0.912,2.2,1,hsa-miR-4732-5p,,,,,,,,,,
SLC16A1,0.011111111111111072,0.899,0.913,2.22,1,hsa-miR-1343-3p,,,,,,,,,,
FBXL18,0.011111111111111072,0.901,0.914,2.23,1,hsa-miR-1233-5p,,,,,,,,,,
ZNF347,0.011111111111111072,0.901,0.914,2.23,1,hsa-miR-1343-3p,,,,,,,,,,
PABPN1,0.011111111111111072,0.879,0.899,2.04,1,hsa-miR-92a-2-5p,,,,,,,,,,
ZNF566,0.011111111111111072,0.901,0.914,2.23,1,hsa-miR-4419b,,,,,,,,,,
ARL5B,0.011111111111111072,0.903,0.915,2.25,1,hsa-miR-6131,,,,,,,,,,
CLPB,0.011111111111111072,0.903,0.915,2.25,1,hsa-miR-4419b,,,,,,,,,,
AMD1,0.011111111111111072,0.904,0.916,2.27,1,hsa-miR-4419b,,,,,,,,,,
ARL10,0.011111111111111072,0.904,0.916,2.27,1,hsa-miR-1343-3p,,,,,,,,,,
KIF3A,0.011111111111111072,0.904,0.916,2.27,1,hsa-miR-4419b,,,,,,,,,,
OCIAD2,0.011111111111111072,0.895,0.91,2.18,1,hsa-miR-1343-3p,,,,,,,,,,
HSD17B12,0.011111111111111072,0.895,0.91,2.18,1,hsa-miR-1307-3p,,,,,,,,,,
IRGQ,0.011111111111111072,0.893,0.909,2.16,1,hsa-miR-4419b,,,,,,,,,,
SIX4,0.011111111111111072,0.891,0.908,2.15,1,hsa-miR-6869-5p,,,,,,,,,,
C11orf54,0.011111111111111072,0.891,0.908,2.15,1,hsa-miR-8073,,,,,,,,,,
PHF12,0.011111111111111072,0.889,0.906,2.13,1,hsa-miR-1233-5p,,,,,,,,,,
PARD6B,0.011111111111111072,0.889,0.906,2.13,1,hsa-miR-4419b,,,,,,,,,,
BRI3BP,0.011111111111111072,0.889,0.906,2.13,1,hsa-miR-4419b,,,,,,,,,,
ACOT9,0.011111111111111072,0.889,0.906,2.13,1,hsa-miR-6088,,,,,,,,,,
SMC1A,0.011111111111111072,0.887,0.905,2.11,1,hsa-miR-6805-5p,,,,,,,,,,
SERBP1,0.011111111111111072,0.887,0.905,2.11,1,hsa-miR-6802-5p,,,,,,,,,,
KLHL21,0.011111111111111072,0.887,0.905,2.11,1,hsa-miR-4419b,,,,,,,,,,
FAM83F,0.011111111111111072,0.887,0.905,2.11,1,hsa-miR-4419b,,,,,,,,,,
SON,0.011111111111111072,0.885,0.905,2.1,1,hsa-miR-6805-5p,,,,,,,,,,
SH3TC2,0.011111111111111072,0.883,0.903,2.08,1,hsa-miR-6869-5p,,,,,,,,,,
MSMO1,0.011111111111111072,0.881,0.901,2.06,1,hsa-miR-4419b,,,,,,,,,,
LAX1,0.011111111111111072,0.881,0.901,2.06,1,hsa-miR-4532,,,,,,,,,,
PHB2,0.011111111111111072,0.906,0.917,2.29,1,hsa-miR-4481,,,,,,,,,,
RBM28,0.011111111111111072,0.906,0.917,2.29,1,hsa-miR-7110-5p,,,,,,,,,,
RBMS2,0.011111111111111072,0.906,0.917,2.29,1,hsa-miR-4276,,,,,,,,,,
MSANTD4,0.011111111111111072,0.934,0.939,2.61,1,hsa-miR-1307-3p,,,,,,,,,,
BTG2,0.011111111111111072,0.989,0.99,4.28,1,hsa-miR-575,,,,,,,,,,
IGF1R,0.011111111111111072,0.989,0.99,4.24,1,hsa-miR-5572,,,,,,,,,,
TAOK1,0.011111111111111072,0.984,0.986,3.93,1,hsa-miR-125a-3p,,,,,,,,,,
CELF1,0.011111111111111072,0.977,0.979,3.6,1,hsa-miR-4675,,,,,,,,,,
SFT2D2,0.011111111111111072,0.976,0.978,3.57,1,hsa-miR-6088,,,,,,,,,,
MDM2,0.011111111111111072,0.975,0.977,3.51,1,hsa-miR-1228-5p,,,,,,,,,,
RAB5B,0.011111111111111072,0.963,0.965,3.15,1,hsa-miR-6869-5p,,,,,,,,,,
DNAL1,0.011111111111111072,0.953,0.956,2.93,1,hsa-miR-6746-5p,,,,,,,,,,
HMGN2,0.011111111111111072,0.947,0.95,2.82,1,hsa-miR-1343-3p,,,,,,,,,,
RPRD2,0.011111111111111072,0.946,0.95,2.8,1,hsa-miR-6857-5p,,,,,,,,,,
G3BP1,0.011111111111111072,0.945,0.949,2.79,1,hsa-miR-1343-3p,,,,,,,,,,
SLC35F6,0.011111111111111072,0.942,0.946,2.74,1,hsa-miR-6088,,,,,,,,,,
ZBTB37,0.011111111111111072,0.941,0.945,2.72,1,hsa-miR-6088,,,,,,,,,,
PRRG4,0.011111111111111072,0.941,0.945,2.72,1,hsa-miR-4687-5p,,,,,,,,,,
POU2F1,0.011111111111111072,0.933,0.938,2.6,1,hsa-miR-6880-3p,,,,,,,,,,
GLO1,0.011111111111111072,0.908,0.918,2.3,1,hsa-miR-6802-5p,,,,,,,,,,
HIC2,0.011111111111111072,0.928,0.934,2.53,1,hsa-miR-92a-2-5p,,,,,,,,,,
CDKN1B,0.011111111111111072,0.928,0.934,2.53,1,hsa-miR-4276,,,,,,,,,,
SUGT1,0.011111111111111072,0.926,0.933,2.51,1,hsa-miR-125a-3p,,,,,,,,,,
