Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
MRPS10,0.011111111111111072,0.925,0.932,2.49,1,hsa-miR-125a-3p,,,,,,,,,,
HSPA4L,0.011111111111111072,0.921,0.928,2.44,1,hsa-miR-125a-3p,,,,,,,,,,
FAM126B,0.011111111111111072,0.921,0.928,2.44,1,hsa-miR-6131,,,,,,,,,,
KREMEN1,0.011111111111111072,0.919,0.927,2.42,1,hsa-miR-575,,,,,,,,,,
HNRNPA1,0.011111111111111072,0.919,0.927,2.42,1,hsa-miR-8073,,,,,,,,,,
NFAT5,0.011111111111111072,0.916,0.925,2.39,1,hsa-miR-4706,,,,,,,,,,
TNFRSF13C,0.011111111111111072,0.913,0.922,2.35,1,hsa-miR-1203,,,,,,,,,,
ATXN1,0.011111111111111072,0.913,0.922,2.35,1,hsa-miR-1203,,,,,,,,,,
ABCG8,0.011111111111111072,0.913,0.922,2.35,1,hsa-miR-4675,,,,,,,,,,
SRCAP,0.011111111111111072,0.911,0.921,2.34,1,hsa-miR-6857-5p,,,,,,,,,,
LZIC,0.011111111111111072,0.911,0.921,2.34,1,hsa-miR-6131,,,,,,,,,,
RNF115,0.011111111111111072,0.879,0.899,2.04,1,hsa-miR-4532,,,,,,,,,,
CHAC1,0.011111111111111072,0.879,0.899,2.04,1,hsa-miR-6784-5p,,,,,,,,,,
IGF1,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-4419b,,,,,,,,,,
MYLK3,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-8073,,,,,,,,,,
HNRNPUL1,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-3940-5p,,,,,,,,,,
MED16,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-4258,,,,,,,,,,
SMU1,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-575,,,,,,,,,,
TM9SF3,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-7110-5p,,,,,,,,,,
TMEM2,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-6131,,,,,,,,,,
ABL2,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-6131,,,,,,,,,,
NR2F6,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-4419b,,,,,,,,,,
ZBTB20,0.011111111111111072,0.876,0.898,2.03,1,hsa-miR-6857-5p,,,,,,,,,,
PANK3,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-1343-3p,,,,,,,,,,
SLC25A33,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-6088,,,,,,,,,,
SLC35E2,0.011111111111111072,0.846,0.879,1.82,1,hsa-miR-92a-2-5p,,,,,,,,,,
FOXC1,0.011111111111111072,0.849,0.881,1.84,1,hsa-miR-125a-3p,,,,,,,,,,
GAPVD1,0.011111111111111072,0.849,0.881,1.84,1,hsa-miR-4687-5p,,,,,,,,,,
ALG9,0.011111111111111072,0.852,0.883,1.85,1,hsa-miR-6746-5p,,,,,,,,,,
GSR,0.011111111111111072,0.843,0.878,1.8,1,hsa-miR-1343-3p,,,,,,,,,,
GNL3L,0.011111111111111072,0.84,0.877,1.78,1,hsa-miR-92b-5p,,,,,,,,,,
WAC,0.011111111111111072,0.838,0.874,1.77,1,hsa-miR-125a-3p,,,,,,,,,,
SLC11A2,0.011111111111111072,0.838,0.874,1.77,1,hsa-miR-4419b,,,,,,,,,,
TNFAIP8L1,0.011111111111111072,0.835,0.872,1.75,1,hsa-miR-1307-3p,,,,,,,,,,
SLC7A11,0.011111111111111072,0.835,0.872,1.75,1,hsa-miR-4532,,,,,,,,,,
RRM2,0.011111111111111072,0.835,0.872,1.75,1,hsa-miR-3184-5p,,,,,,,,,,
ITGA3,0.011111111111111072,0.835,0.872,1.75,1,hsa-miR-4419b,,,,,,,,,,
TGOLN2,0.011111111111111072,0.832,0.87,1.73,1,hsa-miR-7110-5p,,,,,,,,,,
NR3C1,0.011111111111111072,0.832,0.87,1.73,1,hsa-miR-6131,,,,,,,,,,
MCTS1,0.011111111111111072,0.832,0.87,1.73,1,hsa-miR-1307-3p,,,,,,,,,,
HSP90AA1,0.011111111111111072,0.832,0.87,1.73,1,hsa-miR-4732-5p,,,,,,,,,,
STX6,0.011111111111111072,0.828,0.868,1.71,1,hsa-miR-6869-5p,,,,,,,,,,
RNF19B,0.011111111111111072,0.828,0.868,1.71,1,hsa-miR-125a-3p,,,,,,,,,,
MCL1,0.011111111111111072,0.828,0.868,1.71,1,hsa-miR-1469,,,,,,,,,,
TMEM109,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-6805-5p,,,,,,,,,,
OTUD4,0.011111111111111072,0.825,0.866,1.7,1,hsa-miR-4706,,,,,,,,,,
CREB1,0.011111111111111072,0.852,0.883,1.85,1,hsa-miR-3184-5p,,,,,,,,,,
ITGA2,0.011111111111111072,0.852,0.883,1.85,1,hsa-miR-4532,,,,,,,,,,
KLF2,0.011111111111111072,0.852,0.883,1.85,1,hsa-miR-4258,,,,,,,,,,
DNTTIP2,0.011111111111111072,0.862,0.888,1.92,1,hsa-miR-6088,,,,,,,,,,
SPRED1,0.011111111111111072,0.876,0.898,2.03,1,hsa-miR-6805-5p,,,,,,,,,,
KCNK6,0.011111111111111072,0.876,0.898,2.03,1,hsa-miR-8073,,,,,,,,,,
ATXN3,0.011111111111111072,0.876,0.898,2.03,1,hsa-miR-6131,,,,,,,,,,
DDX6,0.011111111111111072,0.874,0.897,2.01,1,hsa-miR-92a-2-5p,,,,,,,,,,
RBM12B,0.011111111111111072,0.872,0.895,1.99,1,hsa-miR-6869-5p,,,,,,,,,,
MYLIP,0.011111111111111072,0.869,0.893,1.97,1,hsa-miR-1233-5p,,,,,,,,,,
MLXIP,0.011111111111111072,0.867,0.891,1.96,1,hsa-miR-4732-5p,,,,,,,,,,
LRIG2,0.011111111111111072,0.867,0.891,1.96,1,hsa-miR-1307-3p,,,,,,,,,,
FAHD1,0.011111111111111072,0.867,0.891,1.96,1,hsa-miR-92b-5p,,,,,,,,,,
ACOX1,0.011111111111111072,0.867,0.891,1.96,1,hsa-miR-92b-5p,,,,,,,,,,
OTUD7B,0.011111111111111072,0.865,0.89,1.94,1,hsa-miR-4419b,,,,,,,,,,
MAT2A,0.011111111111111072,0.865,0.89,1.94,1,hsa-miR-4258,,,,,,,,,,
SRSF2,0.011111111111111072,0.862,0.888,1.92,1,hsa-miR-6746-5p,,,,,,,,,,
IBA57,0.011111111111111072,0.862,0.888,1.92,1,hsa-miR-4481,,,,,,,,,,
BMPR1A,0.011111111111111072,0.862,0.888,1.92,1,hsa-miR-1343-3p,,,,,,,,,,
SVOP,0.011111111111111072,0.852,0.883,1.85,1,hsa-miR-1343-3p,,,,,,,,,,
TGFBR2,0.011111111111111072,0.86,0.887,1.9,1,hsa-miR-4732-5p,,,,,,,,,,
HNRNPA0,0.011111111111111072,0.86,0.887,1.9,1,hsa-miR-128-1-5p,,,,,,,,,,
CAPZA2,0.011111111111111072,0.86,0.887,1.9,1,hsa-miR-1307-3p,,,,,,,,,,
AVL9,0.011111111111111072,0.86,0.887,1.9,1,hsa-miR-6746-5p,,,,,,,,,,
SLC24A4,0.011111111111111072,0.857,0.885,1.89,1,hsa-miR-6746-5p,,,,,,,,,,
SHISA9,0.011111111111111072,0.857,0.885,1.89,1,hsa-miR-4419b,,,,,,,,,,
NKAP,0.011111111111111072,0.857,0.885,1.89,1,hsa-miR-1307-3p,,,,,,,,,,
IFNAR2,0.011111111111111072,0.857,0.885,1.89,1,hsa-miR-1228-5p,,,,,,,,,,
CRY2,0.011111111111111072,0.857,0.885,1.89,1,hsa-miR-1233-5p,,,,,,,,,,
SRSF7,0.011111111111111072,0.854,0.884,1.87,1,hsa-miR-4419b,,,,,,,,,,
SCO1,0.011111111111111072,0.854,0.884,1.87,1,hsa-miR-1307-3p,,,,,,,,,,
MYO1F,0.011111111111111072,0.854,0.884,1.87,1,hsa-miR-1307-3p,,,,,,,,,,
MACC1,0.011111111111111072,0.854,0.884,1.87,1,hsa-miR-6869-5p,,,,,,,,,,
FKBP14,0.011111111111111072,0.854,0.884,1.87,1,hsa-miR-6131,,,,,,,,,,
RAPGEF1,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-6805-5p,,,,,,,,,,
MED29,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-575,,,,,,,,,,
KLF7,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-1233-5p,,,,,,,,,,
LSM14A,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-4276,,,,,,,,,,
TBCCD1,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4419b,,,,,,,,,,
WDR73,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-6746-5p,,,,,,,,,,
CRLF3,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-1233-5p,,,,,,,,,,
GNAS,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-125a-3p,,,,,,,,,,
GOLGA3,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-4419b,,,,,,,,,,
HIST1H2AG,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-4419b,,,,,,,,,,
NOL10,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-1307-3p,,,,,,,,,,
WWC1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-4258,,,,,,,,,,
POLM,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-125a-3p,,,,,,,,,,
RFK,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-6131,,,,,,,,,,
RNPS1,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-92a-2-5p,,,,,,,,,,
TBRG1,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-6802-5p,,,,,,,,,,
THAP6,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-4532,,,,,,,,,,
XRCC2,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-1343-3p,,,,,,,,,,
SOWAHC,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-575,,,,,,,,,,
PTDSS2,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-6746-5p,,,,,,,,,,
PRICKLE4,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4419b,,,,,,,,,,
PLEC,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-7110-5p,,,,,,,,,,
NHLRC3,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-125a-3p,,,,,,,,,,
NAV2,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-663a,,,,,,,,,,
MMS22L,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4419b,,,,,,,,,,
HDLBP,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4734,,,,,,,,,,
GALNT10,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-7110-5p,,,,,,,,,,
EOGT,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4276,,,,,,,,,,
EEF2K,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-1307-3p,,,,,,,,,,
CXorf38,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-125a-3p,,,,,,,,,,
BBX,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-575,,,,,,,,,,
BBS5,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4419b,,,,,,,,,,
ABLIM1,0.011111111111111072,0.678,0.812,1.11,1,hsa-miR-4276,,,,,,,,,,
ZNF785,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-1343-3p,,,,,,,,,,
ZNF581,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-4419b,,,,,,,,,,
ZNF619,0.011111111111111072,0.683,0.815,1.13,1,hsa-miR-4419b,,,,,,,,,,
BVES,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-6746-5p,,,,,,,,,,
CHD4,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-1343-3p,,,,,,,,,,
MIGA2,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-1233-5p,,,,,,,,,,
CSNK1E,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-1343-3p,,,,,,,,,,
BLCAP,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-125a-3p,,,,,,,,,,
AGTPBP1,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-1343-3p,,,,,,,,,,
ABCB7,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-4419b,,,,,,,,,,
ZNF770,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
ZBED3,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
YWHAB,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-6088,,,,,,,,,,
STYX,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
STK35,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-92a-2-5p,,,,,,,,,,
SIX1,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-3940-5p,,,,,,,,,,
SIKE1,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
PLPP3,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4532,,,,,,,,,,
PIK3R1,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-1343-3p,,,,,,,,,,
NUP98,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4687-5p,,,,,,,,,,
HOXB3,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
KIF1B,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-6131,,,,,,,,,,
ENTHD1,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4732-5p,,,,,,,,,,
CLOCK,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4419b,,,,,,,,,,
AQR,0.011111111111111072,0.694,0.819,1.16,1,hsa-miR-4532,,,,,,,,,,
ZNF500,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4419b,,,,,,,,,,
ZNF324B,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-8073,,,,,,,,,,
TTL,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4419b,,,,,,,,,,
TNPO3,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4419b,,,,,,,,,,
SP140L,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4419b,,,,,,,,,,
SEC16A,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-1228-5p,,,,,,,,,,
RTN2,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-125a-3p,,,,,,,,,,
NAA30,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-6805-5p,,,,,,,,,,
LANCL3,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4258,,,,,,,,,,
KNSTRN,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4532,,,,,,,,,,
KLHL23,0.011111111111111072,0.689,0.817,1.14,1,hsa-miR-4419b,,,,,,,,,,
ZFYVE26,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4276,,,,,,,,,,
WDR45B,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-3184-5p,,,,,,,,,,
DEGS1,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-125a-3p,,,,,,,,,,
FBXO48,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4258,,,,,,,,,,
DOCK7,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-1307-3p,,,,,,,,,,
DPYSL5,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-125a-3p,,,,,,,,,,
EFNA1,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-92a-2-5p,,,,,,,,,,
EIF4E,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-6131,,,,,,,,,,
EPM2AIP1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-1233-5p,,,,,,,,,,
ERVMER34-1,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-6131,,,,,,,,,,
FNBP1,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-8073,,,,,,,,,,
VPS37B,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6746-5p,,,,,,,,,,
FOXP1,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4276,,,,,,,,,,
GDF5OS,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-575,,,,,,,,,,
GTDC1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-1343-3p,,,,,,,,,,
KIAA1958,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4258,,,,,,,,,,
KLF6,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-575,,,,,,,,,,
LEFTY1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6802-5p,,,,,,,,,,
DNAH9,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4419b,,,,,,,,,,
DNAH10OS,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-1233-5p,,,,,,,,,,
DEK,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6131,,,,,,,,,,
CNNM2,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-3940-5p,,,,,,,,,,
CGNL1,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4419b,,,,,,,,,,
CAPNS1,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-125a-3p,,,,,,,,,,
CAMSAP2,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-1238-5p,,,,,,,,,,
ANKRD36,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6131,,,,,,,,,,
AKAP2,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4675,,,,,,,,,,
ZNF644,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-6869-5p,,,,,,,,,,
ZNF446,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-6131,,,,,,,,,,
ZNF277,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-6088,,,,,,,,,,
TIMELESS,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-3940-5p,,,,,,,,,,
TFAM,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-1343-3p,,,,,,,,,,
TES,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-4419b,,,,,,,,,,
SERTAD2,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-4532,,,,,,,,,,
POM121C,0.011111111111111072,0.654,0.811,1.04,1,hsa-miR-4675,,,,,,,,,,
MAST3,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-125a-3p,,,,,,,,,,
MDK,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-92a-2-5p,,,,,,,,,,
METTL21A,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6869-5p,,,,,,,,,,
RNF41,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6802-5p,,,,,,,,,,
VHL,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6880-3p,,,,,,,,,,
UTP4,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-4687-5p,,,,,,,,,,
UGT2B4,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6857-5p,,,,,,,,,,
UGDH,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-8073,,,,,,,,,,
TRIM13,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-1238-5p,,,,,,,,,,
TMEM138,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-7110-5p,,,,,,,,,,
TM4SF5,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-4532,,,,,,,,,,
TIRAP,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-125a-3p,,,,,,,,,,
SLC4A1,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-6131,,,,,,,,,,
SLC25A32,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-575,,,,,,,,,,
SLC16A4,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4419b,,,,,,,,,,
SFMBT2,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6746-5p,,,,,,,,,,
SERINC1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6857-5p,,,,,,,,,,
RPL37,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-125a-3p,,,,,,,,,,
RNF24,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-8073,,,,,,,,,,
MLLT10,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-125a-3p,,,,,,,,,,
RNF20,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-4732-5p,,,,,,,,,,
RILPL1,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6869-5p,,,,,,,,,,
RHOBTB3,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6802-5p,,,,,,,,,,
RDH13,0.011111111111111072,0.672,0.811,1.09,1,hsa-miR-6869-5p,,,,,,,,,,
RBM38,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4276,,,,,,,,,,
PPM1F,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-7110-5p,,,,,,,,,,
PCBD2,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6131,,,,,,,,,,
PARVB,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4419b,,,,,,,,,,
NRXN3,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-4419b,,,,,,,,,,
NEK8,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6131,,,,,,,,,,
NAGK,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-6857-5p,,,,,,,,,,
MTMR3,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-8073,,,,,,,,,,
MSL2,0.011111111111111072,0.666,0.811,1.07,1,hsa-miR-4419b,,,,,,,,,,
MSH3,0.011111111111111072,0.66,0.811,1.06,1,hsa-miR-1343-3p,,,,,,,,,,
DDR2,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-4687-5p,,,,,,,,,,
DHX33,0.011111111111111072,0.7,0.819,1.18,1,hsa-miR-575,,,,,,,,,,
EDEM3,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-4732-5p,,,,,,,,,,
EFCAB11,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4419b,,,,,,,,,,
WDR13,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4258,,,,,,,,,,
WT1,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
ZDHHC24,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-8073,,,,,,,,,,
CENPN,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4419b,,,,,,,,,,
CSTF1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4419b,,,,,,,,,,
DICER1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-8069,,,,,,,,,,
GRWD1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-575,,,,,,,,,,
BCL7A,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-92a-2-5p,,,,,,,,,,
METTL2B,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-6869-5p,,,,,,,,,,
PGAM5,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4419b,,,,,,,,,,
PLSCR1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-125a-3p,,,,,,,,,,
PPFIBP1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4419b,,,,,,,,,,
TJAP1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-4481,,,,,,,,,,
YME1L1,0.011111111111111072,0.735,0.827,1.3,1,hsa-miR-6131,,,,,,,,,,
SLC38A9,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-125a-3p,,,,,,,,,,
SLC38A2,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-6857-5p,,,,,,,,,,
SLC35E3,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
S100A16,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
RBFOX2,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-575,,,,,,,,,,
PLEKHB2,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
OSBPL10,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-125a-3p,,,,,,,,,,
NUP205,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-4419b,,,,,,,,,,
MYO10,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-575,,,,,,,,,,
MGAT5,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-92a-2-5p,,,,,,,,,,
LIPC,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
KBTBD6,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-6131,,,,,,,,,,
INTS7,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-1203,,,,,,,,,,
HIP1,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-1343-3p,,,,,,,,,,
FAM229B,0.011111111111111072,0.726,0.825,1.26,1,hsa-miR-1343-3p,,,,,,,,,,
CFL2,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-125a-3p,,,,,,,,,,
CDKAL1,0.011111111111111072,0.73,0.825,1.28,1,hsa-miR-4419b,,,,,,,,,,
EXOC8,0.011111111111111072,0.74,0.829,1.32,1,hsa-miR-4419b,,,,,,,,,,
FOXRED2,0.011111111111111072,0.74,0.829,1.32,1,hsa-miR-92a-2-5p,,,,,,,,,,
IREB2,0.011111111111111072,0.74,0.829,1.32,1,hsa-miR-4419b,,,,,,,,,,
TOMM20,0.011111111111111072,0.745,0.83,1.33,1,hsa-miR-1233-5p,,,,,,,,,,
CCDC77,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-4419b,,,,,,,,,,
ANGPT4,0.011111111111111072,0.754,0.834,1.37,1,hsa-miR-4419b,,,,,,,,,,
ZBTB7B,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-3180,,,,,,,,,,
SLC7A1,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-4675,,,,,,,,,,
IGSF6,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-1343-3p,,,,,,,,,,
IRAK4,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-4419b,,,,,,,,,,
HIF1AN,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-125a-3p,,,,,,,,,,
FMNL3,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-6746-5p,,,,,,,,,,
EIF4EBP2,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-6802-5p,,,,,,,,,,
CDK2,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-6802-5p,,,,,,,,,,
ARID5B,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-3184-5p,,,,,,,,,,
AQP6,0.011111111111111072,0.749,0.832,1.35,1,hsa-miR-4419b,,,,,,,,,,
ZNF85,0.011111111111111072,0.745,0.83,1.33,1,hsa-miR-1307-3p,,,,,,,,,,
ZNF12,0.011111111111111072,0.745,0.83,1.33,1,hsa-miR-8069,,,,,,,,,,
SLC6A4,0.011111111111111072,0.745,0.83,1.33,1,hsa-miR-92a-2-5p,,,,,,,,,,
PSMB5,0.011111111111111072,0.74,0.829,1.32,1,hsa-miR-1307-3p,,,,,,,,,,
