"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6"
"RIF1","0.236","0.619","0.463","2","hsa-miR-5583-3p","hsa-miR-490-3p","","","",""
"RNF149","0.0578","0.619","0.298","3","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-106a-3p","","",""
"RNF157","0.0981","0.619","0.372","3","hsa-miR-512-3p","hsa-miR-498","hsa-miR-4722-3p","","",""
"RNF19B","0.0959","0.619","0.368","3","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-512-3p","","",""
"RPL13A","0.191","0.619","0.402","2","hsa-miR-196a-3p","hsa-miR-6717-5p","","","",""
"RPL14","0.266","0.619","0.502","2","hsa-miR-512-3p","hsa-miR-8072","","","",""
"RPL41","0.287","0.619","0.530","2","hsa-miR-6717-5p","hsa-miR-4285","","","",""
"RTN2","0.167","0.619","0.368","2","hsa-miR-4680-5p","hsa-miR-512-3p","","","",""
"RUNDC1","0.128","0.619","0.312","2","hsa-miR-4680-5p","hsa-miR-106a-3p","","","",""
"S100A16","0.199","0.619","0.413","2","hsa-miR-4483","hsa-miR-498","","","",""
"SALL1","0.151","0.619","0.346","2","hsa-miR-1208","hsa-miR-106a-3p","","","",""
"SAR1A","0.218","0.619","0.539","3","hsa-miR-548l","hsa-miR-4722-3p","hsa-miR-6829-3p","","",""
"SCN2B","0.0920","0.619","0.257","2","hsa-miR-3124-3p","hsa-miR-4722-3p","","","",""
"SDHAF1","0.0722","0.619","0.223","2","hsa-miR-490-3p","hsa-miR-498","","","",""
"SERF2","0.0886","0.619","0.251","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"SERPINH1","0.211","0.619","0.430","2","hsa-miR-3140-5p","hsa-miR-6829-3p","","","",""
"SF3B1","0.0570","0.619","0.195","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"SIGLEC14","0.199","0.619","0.413","2","hsa-miR-490-3p","hsa-miR-6717-5p","","","",""
"SIK2","0.0886","0.619","0.251","2","hsa-miR-3124-3p","hsa-miR-4722-3p","","","",""
"SLC12A5","0.0660","0.619","0.212","2","hsa-miR-2277-3p","hsa-miR-4285","","","",""
"SLC19A3","0.245","0.619","0.474","2","hsa-miR-3124-3p","hsa-miR-4680-5p","","","",""
"SLC25A45","0.253","0.619","0.485","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"SLC26A2","0.155","0.619","0.351","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"SLC28A1","0.253","0.619","0.485","2","hsa-miR-512-3p","hsa-miR-4802-3p","","","",""
"SLC35B3","0.0660","0.619","0.212","2","hsa-miR-498","hsa-miR-6829-3p","","","",""
"SLC35E2","0.110","0.619","0.391","3","hsa-miR-490-3p","hsa-miR-196a-3p","hsa-miR-1254","","",""
"SLC35F6","0.257","0.619","0.588","3","hsa-miR-490-3p","hsa-miR-1254","hsa-miR-512-3p","","",""
"SLC38A1","0.191","0.619","0.402","2","hsa-miR-5583-3p","hsa-miR-4483","","","",""
"SLC38A9","0.199","0.619","0.413","2","hsa-miR-4722-3p","hsa-miR-106a-3p","","","",""
"SLC43A2","0.183","0.619","0.391","2","hsa-miR-4722-3p","hsa-miR-3124-3p","","","",""
"SLC47A1","0.113","0.619","0.290","2","hsa-miR-8072","hsa-miR-4680-5p","","","",""
"SLC7A2","0.0886","0.619","0.251","2","hsa-miR-124-5p","hsa-miR-3124-3p","","","",""
"SLX4","0.136","0.619","0.324","2","hsa-miR-1207-3p","hsa-miR-3124-3p","","","",""
"SMAD2","0.211","0.619","0.430","2","hsa-miR-196a-3p","hsa-miR-106a-3p","","","",""
"SMAGP","0.0513","0.619","0.184","2","hsa-miR-498","hsa-miR-6829-3p","","","",""
"SMIM15","0.117","0.619","0.296","2","hsa-miR-548l","hsa-miR-498","","","",""
"SMTNL2","0.175","0.619","0.379","2","hsa-miR-106a-3p","hsa-miR-196a-3p","","","",""
"SNRPD3","0.114","0.619","0.398","3","hsa-miR-4680-5p","hsa-miR-490-3p","hsa-miR-196a-3p","","",""
"SOGA3","0.0920","0.619","0.257","2","hsa-miR-4722-3p","hsa-miR-1207-3p","","","",""
"SORCS2","0.257","0.619","0.491","2","hsa-miR-548l","hsa-miR-4722-3p","","","",""
"SORD","0.124","0.619","0.307","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"SP110","0.124","0.619","0.307","2","hsa-miR-498","hsa-miR-4722-3p","","","",""
"SPC25","0.155","0.619","0.351","2","hsa-miR-1255a","hsa-miR-548l","","","",""
"SPCS3","0.0669","0.619","0.316","3","hsa-miR-106a-3p","hsa-miR-548l","hsa-miR-490-3p","","",""
"SPIB","0.0829","0.619","0.346","3","hsa-miR-512-3p","hsa-miR-4722-3p","hsa-miR-498","","",""
"SPPL2A","0.132","0.619","0.424","3","hsa-miR-548l","hsa-miR-4722-3p","hsa-miR-498","","",""
"SPTBN2","0.0989","0.619","0.268","2","hsa-miR-106a-3p","hsa-miR-4802-3p","","","",""
"SREK1IP1","0.136","0.619","0.324","2","hsa-miR-498","hsa-miR-4483","","","",""
"SRM","0.0599","0.619","0.201","2","hsa-miR-196a-3p","hsa-miR-490-3p","","","",""
"SRPK1","0.0570","0.619","0.195","2","hsa-miR-4802-3p","hsa-miR-3973","","","",""
"SSH2","0.0819","0.619","0.240","2","hsa-miR-196a-3p","hsa-miR-4722-3p","","","",""
"SSTR2","0.132","0.619","0.318","2","hsa-miR-106a-3p","hsa-miR-4680-5p","","","",""
"SSU72","0.232","0.619","0.457","2","hsa-miR-548l","hsa-miR-2277-3p","","","",""
"STAC2","0.0886","0.619","0.251","2","hsa-miR-4680-5p","hsa-miR-512-3p","","","",""
"STRIP2","0.191","0.619","0.402","2","hsa-miR-4722-3p","hsa-miR-512-3p","","","",""
"STX4","0.266","0.619","0.502","2","hsa-miR-1254","hsa-miR-512-3p","","","",""
"SUGP1","0.0819","0.619","0.240","2","hsa-miR-3973","hsa-miR-512-3p","","","",""
"SYAP1","0.0651","0.619","0.312","3","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-498","","",""
"SYK","0.0570","0.619","0.195","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"TAOK1","0.244","0.619","0.633","4","hsa-miR-124-5p","hsa-miR-1255a","hsa-miR-4483","hsa-miR-512-3p","",""
"TBL3","0.0629","0.619","0.206","2","hsa-miR-3973","hsa-miR-4722-3p","","","",""
"TERF1","0.113","0.619","0.290","2","hsa-miR-196a-3p","hsa-miR-490-3p","","","",""
"TERF2","0.257","0.619","0.491","2","hsa-miR-106a-3p","hsa-miR-4680-5p","","","",""
"TERT","0.0485","0.619","0.179","2","hsa-miR-498","hsa-miR-1255a","","","",""
"THAP6","0.163","0.619","0.363","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"THEM4","0.102","0.619","0.273","2","hsa-miR-6829-3p","hsa-miR-512-3p","","","",""
"TIGAR","0.128","0.619","0.312","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"TIGD2","0.0691","0.619","0.218","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"TIMM50","0.291","0.619","0.536","2","hsa-miR-4680-5p","hsa-miR-106a-3p","","","",""
"TIMM8A","0.169","0.619","0.476","3","hsa-miR-4722-3p","hsa-miR-4680-5p","hsa-miR-6829-3p","","",""
"TLCD2","0.262","0.619","0.497","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"TMEM106B","0.179","0.619","0.385","2","hsa-miR-1255a","hsa-miR-4722-3p","","","",""
"TMEM151A","0.106","0.619","0.279","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"TMEM154","0.253","0.619","0.485","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"TMEM30A","0.159","0.619","0.357","2","hsa-miR-512-3p","hsa-miR-548l","","","",""
"TNKS2","0.0754","0.619","0.229","2","hsa-miR-512-3p","hsa-miR-490-3p","","","",""
"TOR1AIP2","0.169","0.619","0.476","3","hsa-miR-498","hsa-miR-124-5p","hsa-miR-4802-3p","","",""
"TPI1","0.167","0.619","0.368","2","hsa-miR-1255a","hsa-miR-4722-3p","","","",""
"TRAF1","0.266","0.619","0.502","2","hsa-miR-6829-3p","hsa-miR-1254","","","",""
"TRIM72","0.233","0.619","0.558","3","hsa-miR-490-3p","hsa-miR-4680-5p","hsa-miR-4722-3p","","",""
"TRIOBP","0.191","0.619","0.402","2","hsa-miR-1254","hsa-miR-512-3p","","","",""
"TSPAN14","0.224","0.619","0.446","2","hsa-miR-512-3p","hsa-miR-6829-3p","","","",""
"TSPAN6","0.228","0.619","0.452","2","hsa-miR-3973","hsa-miR-512-3p","","","",""
"TTC9C","0.179","0.619","0.385","2","hsa-miR-490-3p","hsa-miR-4722-3p","","","",""
"UBE2H","0.0727","0.619","0.327","3","hsa-miR-451a","hsa-miR-548l","hsa-miR-498","","",""
"UBXN7","0.124","0.619","0.307","2","hsa-miR-498","hsa-miR-6829-3p","","","",""
"UFM1","0.110","0.619","0.285","2","hsa-miR-27a-5p","hsa-miR-3124-3p","","","",""
"ULK2","0.187","0.619","0.396","2","hsa-miR-4483","hsa-miR-490-3p","","","",""
"UTP6","0.102","0.619","0.273","2","hsa-miR-1255a","hsa-miR-1254","","","",""
"VEZT","0.0819","0.619","0.240","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"VPS52","0.0691","0.619","0.218","2","hsa-miR-124-5p","hsa-miR-6829-3p","","","",""
"WBP11","0.0485","0.619","0.179","2","hsa-miR-4722-3p","hsa-miR-196a-3p","","","",""
"WDR12","0.139","0.619","0.329","2","hsa-miR-196a-3p","hsa-miR-4722-3p","","","",""
"WDR13","0.199","0.619","0.413","2","hsa-miR-196a-3p","hsa-miR-5583-3p","","","",""
"WDR26","0.175","0.619","0.379","2","hsa-miR-4722-3p","hsa-miR-548l","","","",""
"WDR31","0.0754","0.619","0.229","2","hsa-miR-106a-3p","hsa-miR-4722-3p","","","",""
"WDR92","0.0708","0.619","0.324","3","hsa-miR-498","hsa-miR-4722-3p","hsa-miR-512-3p","","",""
"WIPF2","0.139","0.619","0.435","3","hsa-miR-512-3p","hsa-miR-4722-3p","hsa-miR-498","","",""
"WSB1","0.291","0.619","0.536","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"WT1","0.199","0.619","0.413","2","hsa-miR-498","hsa-miR-196a-3p","","","",""
"WWC1","0.155","0.619","0.351","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"XIAP","0.120","0.619","0.531","5","hsa-miR-5583-3p","hsa-miR-3124-3p","hsa-miR-124-5p","hsa-miR-548l","hsa-miR-106a-3p",""
"XRCC6","0.241","0.619","0.469","2","hsa-miR-548l","hsa-miR-196a-3p","","","",""
"YOD1","0.182","0.619","0.561","4","hsa-miR-498","hsa-miR-1254","hsa-miR-548l","hsa-miR-3973","",""
"YTHDC1","0.266","0.619","0.502","2","hsa-miR-5583-3p","hsa-miR-1207-3p","","","",""
"ZBED1","0.110","0.619","0.285","2","hsa-miR-3124-3p","hsa-miR-512-3p","","","",""
"ZBTB25","0.132","0.619","0.318","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"ZBTB3","0.0526","0.619","0.286","3","hsa-miR-490-3p","hsa-miR-4722-3p","hsa-miR-498","","",""
"ZBTB38","0.139","0.619","0.329","2","hsa-miR-3973","hsa-miR-5583-3p","","","",""
"ZBTB7B","0.216","0.619","0.435","2","hsa-miR-4281","hsa-miR-8072","","","",""
"ZBTB8B","0.189","0.619","0.502","3","hsa-miR-196a-3p","hsa-miR-498","hsa-miR-3124-3p","","",""
"ZDHHC15","0.106","0.619","0.279","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"ZDHHC18","0.0920","0.619","0.257","2","hsa-miR-498","hsa-miR-1254","","","",""
"ZDHHC21","0.195","0.619","0.407","2","hsa-miR-4680-5p","hsa-miR-548l","","","",""
"ZFP30","0.191","0.619","0.402","2","hsa-miR-1207-3p","hsa-miR-4722-3p","","","",""
"ZFP91","0.211","0.619","0.430","2","hsa-miR-3124-3p","hsa-miR-1255a","","","",""
"ZMYM1","0.0915","0.619","0.361","3","hsa-miR-1207-3p","hsa-miR-4722-3p","hsa-miR-490-3p","","",""
"ZNF12","0.0526","0.619","0.286","3","hsa-miR-548l","hsa-miR-512-3p","hsa-miR-5583-3p","","",""
"ZNF134","0.167","0.619","0.368","2","hsa-miR-1207-3p","hsa-miR-498","","","",""
"ZNF329","0.207","0.619","0.424","2","hsa-miR-498","hsa-miR-4722-3p","","","",""
"ZNF333","0.136","0.619","0.324","2","hsa-miR-1255a","hsa-miR-6829-3p","","","",""
"ZNF347","0.0525","0.619","0.360","4","hsa-miR-4722-3p","hsa-miR-6829-3p","hsa-miR-4680-5p","hsa-miR-512-3p","",""
"ZNF354B","0.283","0.619","0.524","2","hsa-miR-106a-3p","hsa-miR-4722-3p","","","",""
"ZNF417","0.263","0.619","0.595","3","hsa-miR-106a-3p","hsa-miR-6829-3p","hsa-miR-490-3p","","",""
"ZNF446","0.143","0.619","0.335","2","hsa-miR-3973","hsa-miR-512-3p","","","",""
"ZNF486","0.0722","0.619","0.223","2","hsa-miR-5583-3p","hsa-miR-498","","","",""
"ZNF487","0.143","0.619","0.335","2","hsa-miR-498","hsa-miR-4722-3p","","","",""
"ZNF491","0.0691","0.619","0.218","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"ZNF507","0.199","0.619","0.413","2","hsa-miR-106a-3p","hsa-miR-4802-3p","","","",""
"ZNF512B","0.0787","0.619","0.234","2","hsa-miR-106a-3p","hsa-miR-1254","","","",""
"ZNF549","0.0691","0.619","0.218","2","hsa-miR-196a-3p","hsa-miR-490-3p","","","",""
"ZNF556","0.129","0.619","0.420","3","hsa-miR-4722-3p","hsa-miR-196a-3p","hsa-miR-6829-3p","","",""
"ZNF578","0.224","0.619","0.446","2","hsa-miR-1207-3p","hsa-miR-512-3p","","","",""
"ZNF607","0.236","0.619","0.463","2","hsa-miR-106a-3p","hsa-miR-490-3p","","","",""
"ZNF623","0.0708","0.619","0.324","3","hsa-miR-5583-3p","hsa-miR-4722-3p","hsa-miR-498","","",""
"ZNF641","0.241","0.619","0.469","2","hsa-miR-490-3p","hsa-miR-4483","","","",""
"ZNF652","0.221","0.619","0.543","3","hsa-miR-124-5p","hsa-miR-196a-3p","hsa-miR-5583-3p","","",""
"ZNF682","0.228","0.619","0.452","2","hsa-miR-512-3p","hsa-miR-4722-3p","","","",""
"ZNF689","0.155","0.619","0.351","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"ZNF716","0.151","0.619","0.346","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"ZNF724","0.187","0.619","0.396","2","hsa-miR-548l","hsa-miR-4680-5p","","","",""
"ZNF747","0.211","0.619","0.430","2","hsa-miR-4722-3p","hsa-miR-4483","","","",""
"ZNF766","0.0886","0.619","0.251","2","hsa-miR-1255a","hsa-miR-490-3p","","","",""
"ZNF844","0.0493","0.619","0.279","3","hsa-miR-498","hsa-miR-4722-3p","hsa-miR-196a-3p","","",""
"ZNRF2","0.0614","0.619","0.305","3","hsa-miR-548l","hsa-miR-3973","hsa-miR-106a-3p","","",""
"ZSWIM4","0.0541","0.619","0.190","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"CDK4","0.316","0.621","0.569","2","hsa-miR-3973","hsa-miR-106a-3p","","","",""
"ELK4","0.316","0.621","0.569","2","hsa-miR-498","hsa-miR-3973","","","",""
"MCTS1","0.308","0.621","0.558","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"MRPL12","0.316","0.621","0.569","2","hsa-miR-1255a","hsa-miR-3140-5p","","","",""
"NCKAP1","0.299","0.621","0.547","2","hsa-miR-498","hsa-miR-6829-3p","","","",""
"NOM1","0.308","0.621","0.558","2","hsa-miR-1254","hsa-miR-106a-3p","","","",""
"PRR14L","0.312","0.621","0.563","2","hsa-miR-1254","hsa-miR-3140-5p","","","",""
"REST","0.308","0.621","0.558","2","hsa-miR-548l","hsa-miR-4802-3p","","","",""
"TTLL12","0.312","0.621","0.563","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"PLEKHM1","0.320","0.623","0.575","2","hsa-miR-3973","hsa-miR-512-3p","","","",""
"ACTB","0.337","0.623","0.597","2","hsa-miR-3973","hsa-miR-548l","","","",""
"ATF7IP","0.329","0.623","0.586","2","hsa-miR-3973","hsa-miR-548l","","","",""
"C17orf75","0.324","0.623","0.580","2","hsa-miR-490-3p","hsa-miR-512-3p","","","",""
"CALM3","0.349","0.623","0.614","2","hsa-miR-4802-3p","hsa-miR-1208","","","",""
"CRY2","0.345","0.623","0.608","2","hsa-miR-2277-3p","hsa-miR-1207-3p","","","",""
"FOXK1","0.326","0.623","0.722","4","hsa-miR-548l","hsa-miR-512-3p","hsa-miR-4285","hsa-miR-490-3p","",""
"GSR","0.324","0.623","0.580","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"MNT","0.337","0.623","0.597","2","hsa-miR-1255a","hsa-miR-4483","","","",""
"MYO1F","0.341","0.623","0.603","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"NUCKS1","0.329","0.623","0.586","2","hsa-miR-548l","hsa-miR-1208","","","",""
"RRP36","0.345","0.623","0.608","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"SESN2","0.329","0.623","0.586","2","hsa-miR-106a-3p","hsa-miR-4281","","","",""
"SLC25A33","0.329","0.623","0.586","2","hsa-miR-4722-3p","hsa-miR-512-3p","","","",""
"VPS53","0.349","0.623","0.614","2","hsa-miR-512-3p","hsa-miR-490-3p","","","",""
"ZFP14","0.329","0.623","0.586","2","hsa-miR-4722-3p","hsa-miR-498","","","",""
"ZNF117","0.329","0.623","0.586","2","hsa-miR-490-3p","hsa-miR-124-5p","","","",""
"ZYG11A","0.324","0.623","0.580","2","hsa-miR-512-3p","hsa-miR-490-3p","","","",""
"ALDOA","0.357","0.624","0.707","3","hsa-miR-4722-3p","hsa-miR-498","hsa-miR-6829-3p","","",""
"CALR","0.362","0.624","0.630","2","hsa-miR-1254","hsa-miR-6716-3p","","","",""
"CSNK2A1","0.362","0.624","0.630","2","hsa-miR-518e-3p","hsa-miR-3124-3p","","","",""
"DNAJC28","0.366","0.624","0.636","2","hsa-miR-196a-3p","hsa-miR-1207-3p","","","",""
"EIF5AL1","0.370","0.624","0.642","2","hsa-miR-196a-3p","hsa-miR-1255a","","","",""
"ENPP5","0.366","0.624","0.636","2","hsa-miR-548l","hsa-miR-3124-3p","","","",""
"FAHD1","0.362","0.624","0.630","2","hsa-miR-512-3p","hsa-miR-490-3p","","","",""
"IBA57","0.354","0.624","0.619","2","hsa-miR-4281","hsa-miR-490-3p","","","",""
"KMT2A","0.354","0.624","0.619","2","hsa-miR-106a-3p","hsa-miR-4483","","","",""
"LRIG2","0.362","0.624","0.630","2","hsa-miR-6829-3p","hsa-miR-490-3p","","","",""
"MAFK","0.362","0.624","0.630","2","hsa-miR-6829-3p","hsa-miR-4483","","","",""
"MYH9","0.374","0.624","0.647","2","hsa-miR-490-3p","hsa-miR-512-3p","","","",""
"MYLIP","0.366","0.624","0.636","2","hsa-miR-5583-3p","hsa-miR-548l","","","",""
"NUPL2","0.354","0.624","0.619","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"PGM2L1","0.378","0.624","0.653","2","hsa-miR-4722-3p","hsa-miR-518e-3p","","","",""
"RAB32","0.378","0.624","0.653","2","hsa-miR-4680-5p","hsa-miR-548l","","","",""
"SGTB","0.378","0.624","0.653","2","hsa-miR-5583-3p","hsa-miR-512-3p","","","",""
"TBC1D13","0.374","0.624","0.647","2","hsa-miR-3973","hsa-miR-1254","","","",""
"TRIM65","0.370","0.624","0.642","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"UGGT1","0.374","0.624","0.647","2","hsa-miR-1254","hsa-miR-6829-3p","","","",""
"ZNF101","0.366","0.624","0.636","2","hsa-miR-498","hsa-miR-4680-5p","","","",""
"CHAC1","0.382","0.624","0.658","2","hsa-miR-498","hsa-miR-4483","","","",""
"CNBP","0.379","0.624","0.733","3","hsa-miR-5583-3p","hsa-miR-196a-3p","hsa-miR-490-3p","","",""
"DDX3X","0.382","0.624","0.658","2","hsa-miR-106a-3p","hsa-miR-548l","","","",""
"PABPN1","0.382","0.624","0.658","2","hsa-miR-3124-3p","hsa-miR-4483","","","",""
"C12orf49","0.390","0.626","0.669","2","hsa-miR-4483","hsa-miR-512-3p","","","",""
"CAPZA1","0.398","0.626","0.681","2","hsa-miR-548l","hsa-miR-4722-3p","","","",""
"DAZAP2","0.394","0.626","0.675","2","hsa-miR-512-3p","hsa-miR-3124-3p","","","",""
"FAM83F","0.398","0.626","0.681","2","hsa-miR-196a-3p","hsa-miR-4483","","","",""
"KLHL21","0.398","0.626","0.681","2","hsa-miR-2277-3p","hsa-miR-1254","","","",""
"MBNL1","0.394","0.626","0.675","2","hsa-miR-3124-3p","hsa-miR-5583-3p","","","",""
"MSMO1","0.386","0.626","0.664","2","hsa-miR-3973","hsa-miR-498","","","",""
"PDE12","0.398","0.626","0.681","2","hsa-miR-548l","hsa-miR-4722-3p","","","",""
"PNRC1","0.394","0.626","0.675","2","hsa-miR-106a-3p","hsa-miR-512-3p","","","",""
"TMOD3","0.394","0.626","0.675","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"ZNF394","0.398","0.626","0.681","2","hsa-miR-490-3p","hsa-miR-4281","","","",""
"ZNF573","0.394","0.626","0.675","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"KLHL15","0.403","0.628","0.803","4","hsa-miR-106a-3p","hsa-miR-498","hsa-miR-27a-5p","hsa-miR-4680-5p","",""
"C11orf54","0.406","0.628","0.692","2","hsa-miR-512-3p","hsa-miR-4722-3p","","","",""
"POTEM","0.406","0.628","0.692","2","hsa-miR-2277-3p","hsa-miR-4802-3p","","","",""
"GATA6","0.410","0.629","0.770","3","hsa-miR-106a-3p","hsa-miR-4802-3p","hsa-miR-6829-3p","","",""
"IRGQ","0.410","0.629","0.697","2","hsa-miR-196a-3p","hsa-miR-490-3p","","","",""
"POTEG","0.410","0.629","0.697","2","hsa-miR-2277-3p","hsa-miR-4802-3p","","","",""
"OCIAD2","0.414","0.631","0.703","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"AKR7A2","0.422","0.631","0.714","2","hsa-miR-196a-3p","hsa-miR-6829-3p","","","",""
"CRKL","0.426","0.631","0.720","2","hsa-miR-1255a","hsa-miR-4680-5p","","","",""
"SPATA2","0.418","0.631","0.709","2","hsa-miR-1255a","hsa-miR-106a-3p","","","",""
"ZNF566","0.426","0.631","0.720","2","hsa-miR-498","hsa-miR-4722-3p","","","",""
"ORAI2","0.432","0.633","0.796","3","hsa-miR-6829-3p","hsa-miR-498","hsa-miR-512-3p","","",""
"SETD5","0.430","0.633","0.725","2","hsa-miR-1207-3p","hsa-miR-4483","","","",""
"KIF3A","0.434","0.634","0.731","2","hsa-miR-548l","hsa-miR-4722-3p","","","",""
"ZNF426","0.434","0.634","0.731","2","hsa-miR-3124-3p","hsa-miR-512-3p","","","",""
"RBM28","0.438","0.635","0.736","2","hsa-miR-2277-3p","hsa-miR-490-3p","","","",""
"GAN","0.450","0.636","0.753","2","hsa-miR-6829-3p","hsa-miR-4680-5p","","","",""
"KIAA1456","0.450","0.636","0.753","2","hsa-miR-106a-3p","hsa-miR-490-3p","","","",""
"LZIC","0.450","0.636","0.753","2","hsa-miR-106a-3p","hsa-miR-4802-3p","","","",""
"SMCR8","0.446","0.636","0.748","2","hsa-miR-6829-3p","hsa-miR-4483","","","",""
"HAUS3","0.457","0.638","0.764","2","hsa-miR-196a-3p","hsa-miR-6829-3p","","","",""
"PAFAH1B2","0.461","0.641","0.770","2","hsa-miR-548l","hsa-miR-4680-5p","","","",""
"CNKSR3","0.465","0.642","0.775","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"XKR4","0.465","0.642","0.775","2","hsa-miR-490-3p","hsa-miR-196a-3p","","","",""
"KREMEN1","0.469","0.643","0.781","2","hsa-miR-4722-3p","hsa-miR-1207-3p","","","",""
"SNRPD1","0.476","0.645","0.792","2","hsa-miR-498","hsa-miR-6829-3p","","","",""
"DCTN5","0.510","0.652","0.842","2","hsa-miR-4722-3p","hsa-miR-512-3p","","","",""
"MSANTD4","0.510","0.652","0.842","2","hsa-miR-3973","hsa-miR-6829-3p","","","",""
"NUFIP2","0.513","0.652","0.921","4","hsa-miR-4802-3p","hsa-miR-196a-3p","hsa-miR-3973","hsa-miR-490-3p","",""
"RNF11","0.513","0.652","0.848","2","hsa-miR-4802-3p","hsa-miR-4722-3p","","","",""
"ZBTB37","0.531","0.659","0.876","2","hsa-miR-1255a","hsa-miR-548l","","","",""
"CCND1","0.541","0.664","0.934","3","hsa-miR-490-3p","hsa-miR-3973","hsa-miR-4483","","",""
"YY1","0.545","0.665","0.898","2","hsa-miR-4722-3p","hsa-miR-1208","","","",""
"CACNG8","0.559","0.669","0.921","2","hsa-miR-3140-5p","hsa-miR-3124-3p","","","",""
"CASTOR2","0.555","0.669","0.915","2","hsa-miR-4680-5p","hsa-miR-490-3p","","","",""
"KIAA1551","0.555","0.669","0.915","2","hsa-miR-512-3p","hsa-miR-106a-3p","","","",""
"CRK","0.569","0.674","0.937","2","hsa-miR-548l","hsa-miR-1207-3p","","","",""
"PPP1R15B","0.575","0.678","0.948","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"SLC1A5","0.588","0.683","0.971","2","hsa-miR-498","hsa-miR-4722-3p","","","",""
"SLC7A5","0.588","0.683","0.997","3","hsa-miR-4285","hsa-miR-1255a","hsa-miR-6829-3p","","",""
"RPL7L1","0.601","0.687","0.993","2","hsa-miR-4722-3p","hsa-miR-196a-3p","","","",""
"MAPKAPK5","0.604","0.689","0.999","2","hsa-miR-512-3p","hsa-miR-106a-3p","","","",""
"SCD","0.608","0.690","1.00","2","hsa-miR-3140-5p","hsa-miR-1254","","","",""
"ARPP19","0.617","0.692","1.02","2","hsa-miR-451a","hsa-miR-3124-3p","","","",""
"UBXN2A","0.614","0.692","1.02","2","hsa-miR-512-3p","hsa-miR-196a-3p","","","",""
"YIPF4","0.617","0.692","1.02","2","hsa-miR-512-3p","hsa-miR-196a-3p","","","",""
"COX6B1","0.620","0.694","1.03","2","hsa-miR-1207-3p","hsa-miR-196a-3p","","","",""
"ABI2","0.632","0.703","1.05","2","hsa-miR-4483","hsa-miR-512-3p","","","",""
"CDK6","0.632","0.703","1.05","2","hsa-miR-498","hsa-miR-6716-3p","","","",""
"MKNK2","0.652","0.716","1.09","2","hsa-miR-4285","hsa-miR-4802-3p","","","",""
"AGO2","0.668","0.726","1.12","3","hsa-miR-548l","hsa-miR-1255a","hsa-miR-2277-3p","","",""
"SFT2D2","0.683","0.732","1.15","2","hsa-miR-6717-5p","hsa-miR-3124-3p","","","",""
"LINC00598","0.691","0.738","1.17","2","hsa-miR-4802-3p","hsa-miR-512-3p","","","",""
"SKI","0.693","0.740","1.17","2","hsa-miR-548l","hsa-miR-3973","","","",""
"YWHAZ","0.698","0.743","1.18","2","hsa-miR-3973","hsa-miR-1255a","","","",""
"CDKN1A","0.734","0.767","1.23","3","hsa-miR-4281","hsa-miR-4483","hsa-miR-2277-3p","","",""
"TXNIP","0.737","0.769","1.27","2","hsa-miR-512-3p","hsa-miR-2277-3p","","","",""
"GDE1","0.744","0.774","1.29","2","hsa-miR-548l","hsa-miR-498","","","",""
