"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"ABCF1","0.390","0.491","0.485","1","hsa-miR-3155b","","","",""
"ARL8A","0.386","0.491","0.479","1","hsa-miR-4749-5p","","","",""
"CALHM5","0.390","0.491","0.485","1","hsa-miR-6895-3p","","","",""
"CCNB1","0.390","0.491","0.485","1","hsa-miR-548h-5p","","","",""
"CPT1A","0.386","0.491","0.479","1","hsa-miR-6869-3p","","","",""
"CRIPT","0.390","0.491","0.485","1","hsa-miR-6895-3p","","","",""
"DDIT4","0.383","0.491","0.473","1","hsa-miR-548h-5p","","","",""
"EFHD2","0.386","0.491","0.479","1","hsa-miR-4749-5p","","","",""
"GTF2H5","0.386","0.491","0.479","1","hsa-miR-548h-5p","","","",""
"GTPBP2","0.383","0.491","0.473","1","hsa-miR-548h-5p","","","",""
"HNRNPC","0.390","0.491","0.485","1","hsa-miR-139-3p","","","",""
"MCF2L2","0.383","0.491","0.473","1","hsa-miR-6895-3p","","","",""
"METTL14","0.386","0.491","0.479","1","hsa-miR-6769b-5p","","","",""
"MKI67","0.390","0.491","0.485","1","hsa-miR-548h-5p","","","",""
"PDE3A","0.390","0.491","0.485","1","hsa-miR-6895-3p","","","",""
"PTBP2","0.386","0.491","0.479","1","hsa-miR-548h-5p","","","",""
"PTGIS","0.390","0.491","0.485","1","hsa-miR-3178","","","",""
"RBM4B","0.390","0.491","0.485","1","hsa-miR-548h-5p","","","",""
"SAR1B","0.383","0.491","0.473","1","hsa-miR-6895-3p","","","",""
"SBF1","0.390","0.491","0.485","1","hsa-miR-4749-5p","","","",""
"SMAD5","0.386","0.491","0.479","1","hsa-miR-548h-5p","","","",""
"SURF4","0.386","0.491","0.479","1","hsa-miR-937-5p","","","",""
"XRCC6","0.390","0.491","0.485","1","hsa-miR-548h-5p","","","",""
"ZBTB33","0.390","0.491","0.485","1","hsa-miR-4647","","","",""
"ZNF641","0.390","0.491","0.485","1","hsa-miR-6769b-5p","","","",""
"ZNRF2","0.383","0.491","0.473","1","hsa-miR-548h-5p","","","",""
"ACTN4","0.394","0.493","0.491","1","hsa-miR-548h-5p","","","",""
"ATP5A1","0.394","0.493","0.491","1","hsa-miR-139-3p","","","",""
"GIPC1","0.394","0.493","0.491","1","hsa-miR-4749-5p","","","",""
"INSIG1","0.394","0.493","0.491","1","hsa-miR-937-5p","","","",""
"LYRM7","0.394","0.493","0.491","1","hsa-miR-3155b","","","",""
"SPCS3","0.394","0.493","0.491","1","hsa-miR-548h-5p","","","",""
"COL4A3BP","0.397","0.494","0.496","1","hsa-miR-6769b-5p","","","",""
"HSPE1-MOB4","0.397","0.494","0.496","1","hsa-miR-3155b","","","",""
"NHLRC2","0.397","0.494","0.496","1","hsa-miR-6895-3p","","","",""
"SECISBP2L","0.397","0.494","0.496","1","hsa-miR-6769b-5p","","","",""
"SUSD1","0.397","0.494","0.496","1","hsa-miR-139-3p","","","",""
"TEX261","0.397","0.494","0.496","1","hsa-miR-4472","","","",""
"YES1","0.397","0.494","0.496","1","hsa-miR-3178","","","",""
"ZNF704","0.397","0.494","0.496","1","hsa-miR-3155b","","","",""
"FHL2","0.401","0.496","0.502","1","hsa-miR-6895-3p","","","",""
"NCBP3","0.401","0.496","0.502","1","hsa-miR-6895-3p","","","",""
"PCNP","0.401","0.496","0.502","1","hsa-miR-6857-3p","","","",""
"ZNF623","0.401","0.496","0.502","1","hsa-miR-937-5p","","","",""
"CDH7","0.404","0.497","0.508","1","hsa-miR-3178","","","",""
"DIP2A","0.404","0.497","0.508","1","hsa-miR-6895-3p","","","",""
"FNDC3B","0.404","0.497","0.508","1","hsa-miR-4749-5p","","","",""
"FOSL1","0.404","0.497","0.508","1","hsa-miR-4472","","","",""
"MOB4","0.404","0.497","0.508","1","hsa-miR-3155b","","","",""
"SYNCRIP","0.404","0.497","0.508","1","hsa-miR-548h-5p","","","",""
"TERF2","0.404","0.497","0.508","1","hsa-miR-139-3p","","","",""
"UBE2H","0.404","0.497","0.508","1","hsa-miR-548h-5p","","","",""
"XIAP","0.405","0.498","0.687","2","hsa-miR-548h-5p","hsa-miR-6895-3p","","",""
"ETNK1","0.408","0.499","0.514","1","hsa-miR-548h-5p","","","",""
"ITPRIPL2","0.408","0.499","0.514","1","hsa-miR-6857-3p","","","",""
"KLHL11","0.408","0.499","0.514","1","hsa-miR-548h-5p","","","",""
"YAE1D1","0.408","0.499","0.514","1","hsa-miR-139-3p","","","",""
"CABP4","0.415","0.500","0.525","1","hsa-miR-3155b","","","",""
"CHMP1B","0.415","0.500","0.525","1","hsa-miR-6895-3p","","","",""
"DDA1","0.411","0.500","0.519","1","hsa-miR-4472","","","",""
"FAM208A","0.411","0.500","0.519","1","hsa-miR-6895-3p","","","",""
"GPC4","0.415","0.500","0.525","1","hsa-miR-548h-5p","","","",""
"NDUFV3","0.415","0.500","0.525","1","hsa-miR-3155b","","","",""
"OSTM1","0.411","0.500","0.519","1","hsa-miR-6895-3p","","","",""
"PAK2","0.415","0.500","0.525","1","hsa-miR-7846-3p","","","",""
"PITPNM3","0.415","0.500","0.525","1","hsa-miR-6769b-5p","","","",""
"POTED","0.415","0.500","0.525","1","hsa-miR-6895-3p","","","",""
"PTPRF","0.411","0.500","0.519","1","hsa-miR-4472","","","",""
"RHOA","0.415","0.500","0.525","1","hsa-miR-6769b-5p","","","",""
"SDE2","0.415","0.500","0.525","1","hsa-miR-548h-5p","","","",""
"SLC35C2","0.415","0.500","0.525","1","hsa-miR-4472","","","",""
"SPRYD4","0.411","0.500","0.519","1","hsa-miR-548h-5p","","","",""
"STX4","0.411","0.500","0.519","1","hsa-miR-3178","","","",""
"ZCCHC3","0.411","0.500","0.519","1","hsa-miR-4749-5p","","","",""
"ALG14","0.418","0.502","0.531","1","hsa-miR-139-3p","","","",""
"MLF2","0.418","0.502","0.531","1","hsa-miR-4647","","","",""
"SETD7","0.418","0.502","0.531","1","hsa-miR-548h-5p","","","",""
"TBC1D19","0.418","0.502","0.531","1","hsa-miR-4647","","","",""
"USP6NL","0.418","0.502","0.531","1","hsa-miR-6895-3p","","","",""
"MCFD2","0.422","0.504","0.537","1","hsa-miR-7846-3p","","","",""
"RAB15","0.422","0.504","0.537","1","hsa-miR-4472","","","",""
"REEP3","0.422","0.504","0.537","1","hsa-miR-139-3p","","","",""
"SIK1","0.422","0.504","0.537","1","hsa-miR-548h-5p","","","",""
"TMEM239","0.422","0.504","0.537","1","hsa-miR-6769b-5p","","","",""
"ATP5G3","0.429","0.505","0.548","1","hsa-miR-548h-5p","","","",""
"CTC1","0.429","0.505","0.548","1","hsa-miR-4749-5p","","","",""
"FOSL2","0.425","0.505","0.543","1","hsa-miR-6769b-5p","","","",""
"GPR155","0.425","0.505","0.543","1","hsa-miR-3155b","","","",""
"NOA1","0.425","0.505","0.543","1","hsa-miR-3155b","","","",""
"OPA3","0.425","0.505","0.543","1","hsa-miR-4462","","","",""
"PPIC","0.429","0.505","0.548","1","hsa-miR-4647","","","",""
"PPP6R1","0.429","0.505","0.548","1","hsa-miR-6769b-5p","","","",""
"RPL41","0.429","0.505","0.548","1","hsa-miR-6769b-5p","","","",""
"S1PR2","0.425","0.505","0.543","1","hsa-miR-6895-3p","","","",""
"TIMM10","0.429","0.505","0.548","1","hsa-miR-3155b","","","",""
"TLN1","0.429","0.505","0.548","1","hsa-miR-4472","","","",""
"TOR2A","0.429","0.505","0.548","1","hsa-miR-3155b","","","",""
"UNK","0.429","0.505","0.548","1","hsa-miR-6857-3p","","","",""
"BRIX1","0.432","0.507","0.554","1","hsa-miR-548h-5p","","","",""
"CLN8","0.432","0.507","0.554","1","hsa-miR-6895-3p","","","",""
"CLUAP1","0.432","0.507","0.554","1","hsa-miR-3155b","","","",""
"DFFA","0.432","0.507","0.554","1","hsa-miR-4472","","","",""
"IL6ST","0.432","0.507","0.554","1","hsa-miR-548h-5p","","","",""
"TIMM50","0.432","0.507","0.554","1","hsa-miR-6895-3p","","","",""
"ATP6V0E1","0.436","0.508","0.560","1","hsa-miR-3178","","","",""
"CLDN12","0.436","0.508","0.560","1","hsa-miR-548h-5p","","","",""
"MKLN1","0.436","0.508","0.560","1","hsa-miR-548h-5p","","","",""
"NOL9","0.436","0.508","0.560","1","hsa-miR-3178","","","",""
"ZMYM1","0.436","0.508","0.560","1","hsa-miR-3178","","","",""
"AGTRAP","0.439","0.511","0.566","1","hsa-miR-6895-3p","","","",""
"NCKAP1","0.439","0.511","0.566","1","hsa-miR-6895-3p","","","",""
"OTUD4","0.439","0.511","0.566","1","hsa-miR-4749-5p","","","",""
"ZWINT","0.439","0.511","0.566","1","hsa-miR-548h-5p","","","",""
"FBRS","0.442","0.512","0.571","1","hsa-miR-6857-3p","","","",""
"FSCN1","0.442","0.512","0.571","1","hsa-miR-4749-5p","","","",""
"NFIB","0.442","0.512","0.571","1","hsa-miR-6769b-5p","","","",""
"RNF19B","0.442","0.512","0.571","1","hsa-miR-3155b","","","",""
"TMEM41B","0.442","0.512","0.571","1","hsa-miR-548h-5p","","","",""
"HSP90AA1","0.446","0.515","0.577","1","hsa-miR-548h-5p","","","",""
"LRRC3C","0.446","0.515","0.577","1","hsa-miR-7846-3p","","","",""
"TGOLN2","0.446","0.515","0.577","1","hsa-miR-6895-3p","","","",""
"FOXN2","0.449","0.517","0.583","1","hsa-miR-548h-5p","","","",""
"PRR14L","0.449","0.517","0.583","1","hsa-miR-3155b","","","",""
"TTLL12","0.449","0.517","0.583","1","hsa-miR-3155b","","","",""
"CCNF","0.452","0.519","0.589","1","hsa-miR-3155b","","","",""
"CDK4","0.452","0.519","0.589","1","hsa-miR-548h-5p","","","",""
"MRPL12","0.452","0.519","0.589","1","hsa-miR-6769b-5p","","","",""
"SGPL1","0.452","0.519","0.589","1","hsa-miR-6769b-5p","","","",""
"ZNF490","0.452","0.519","0.589","1","hsa-miR-3178","","","",""
"GNL3L","0.456","0.522","0.594","1","hsa-miR-7846-3p","","","",""
"PLEKHM1","0.456","0.522","0.594","1","hsa-miR-4472","","","",""
"MRPS16","0.459","0.524","0.600","1","hsa-miR-6769b-5p","","","",""
"PARP15","0.459","0.524","0.600","1","hsa-miR-548h-5p","","","",""
"TMEM2","0.459","0.524","0.600","1","hsa-miR-3155b","","","",""
"ATF7IP","0.462","0.526","0.606","1","hsa-miR-3155b","","","",""
"METTL8","0.462","0.526","0.606","1","hsa-miR-548h-5p","","","",""
"NUCKS1","0.462","0.526","0.606","1","hsa-miR-4647","","","",""
"PER1","0.462","0.526","0.606","1","hsa-miR-4749-5p","","","",""
"ACTB","0.469","0.528","0.618","1","hsa-miR-937-5p","","","",""
"ALG9","0.469","0.528","0.618","1","hsa-miR-548h-5p","","","",""
"CAPN15","0.469","0.528","0.618","1","hsa-miR-4472","","","",""
"HHIP","0.469","0.528","0.618","1","hsa-miR-6895-3p","","","",""
"KATNAL1","0.469","0.528","0.618","1","hsa-miR-548h-5p","","","",""
"MNT","0.469","0.528","0.618","1","hsa-miR-4647","","","",""
"PDE4C","0.469","0.528","0.618","1","hsa-miR-4749-5p","","","",""
"SH3PXD2A","0.465","0.528","0.612","1","hsa-miR-6769b-5p","","","",""
"SLC7A5","0.468","0.528","0.773","2","hsa-miR-3155b","hsa-miR-4749-5p","","",""
"SNRPD3","0.469","0.528","0.618","1","hsa-miR-3155b","","","",""
"SVOP","0.469","0.528","0.618","1","hsa-miR-548h-5p","","","",""
"FKBP14","0.472","0.530","0.623","1","hsa-miR-3155b","","","",""
"MSN","0.472","0.530","0.623","1","hsa-miR-4472","","","",""
"MYO1F","0.472","0.530","0.623","1","hsa-miR-6895-3p","","","",""
"NAV1","0.472","0.530","0.623","1","hsa-miR-937-5p","","","",""
"KLF13","0.475","0.531","0.629","1","hsa-miR-6769b-5p","","","",""
"QSOX1","0.475","0.531","0.629","1","hsa-miR-6857-3p","","","",""
"RRP36","0.475","0.531","0.629","1","hsa-miR-6769b-5p","","","",""
"SHISA9","0.475","0.531","0.629","1","hsa-miR-548h-5p","","","",""
"SLC24A4","0.475","0.531","0.629","1","hsa-miR-4647","","","",""
"ZNF154","0.475","0.531","0.629","1","hsa-miR-548h-5p","","","",""
"NACC1","0.476","0.531","0.785","2","hsa-miR-4472","hsa-miR-6769b-5p","","",""
"CAPZA2","0.478","0.533","0.635","1","hsa-miR-937-5p","","","",""
"HNRNPA0","0.478","0.533","0.635","1","hsa-miR-4472","","","",""
"TRPV2","0.478","0.533","0.635","1","hsa-miR-4439","","","",""
"BMPR1A","0.481","0.535","0.641","1","hsa-miR-139-3p","","","",""
"HOXA13","0.481","0.535","0.641","1","hsa-miR-548h-5p","","","",""
"KMT2A","0.481","0.535","0.641","1","hsa-miR-6769b-5p","","","",""
"FEM1C","0.484","0.536","0.646","1","hsa-miR-548h-5p","","","",""
"HIST1H2BD","0.484","0.536","0.646","1","hsa-miR-548h-5p","","","",""
"MAT2A","0.484","0.536","0.646","1","hsa-miR-3155b","","","",""
"OTUD7B","0.484","0.536","0.646","1","hsa-miR-7846-3p","","","",""
"RACGAP1","0.484","0.536","0.646","1","hsa-miR-3155b","","","",""
"FAHD1","0.488","0.537","0.652","1","hsa-miR-4647","","","",""
"HSPA1B","0.488","0.537","0.652","1","hsa-miR-937-5p","","","",""
"MAFK","0.488","0.537","0.652","1","hsa-miR-4749-5p","","","",""
"SLC38A7","0.488","0.537","0.652","1","hsa-miR-6769b-5p","","","",""
"TMEM120B","0.488","0.537","0.652","1","hsa-miR-3155b","","","",""
"DCTN6","0.491","0.538","0.658","1","hsa-miR-937-5p","","","",""
"ENPP5","0.491","0.538","0.658","1","hsa-miR-548h-5p","","","",""
"LUZP1","0.491","0.538","0.658","1","hsa-miR-937-5p","","","",""
"RDH11","0.491","0.538","0.658","1","hsa-miR-548h-5p","","","",""
"WASF2","0.491","0.538","0.658","1","hsa-miR-3155b","","","",""
"AKAP11","0.494","0.540","0.664","1","hsa-miR-548h-5p","","","",""
"EIF1AX","0.494","0.540","0.664","1","hsa-miR-4647","","","",""
"H3F3B","0.494","0.540","0.664","1","hsa-miR-4647","","","",""
"TRAPPC2","0.494","0.540","0.664","1","hsa-miR-6769b-5p","","","",""
"ABHD2","0.497","0.542","0.669","1","hsa-miR-3155b","","","",""
"DDX6","0.497","0.542","0.669","1","hsa-miR-4472","","","",""
"TBC1D13","0.497","0.542","0.669","1","hsa-miR-548h-5p","","","",""
"C16orf58","0.500","0.543","0.675","1","hsa-miR-4472","","","",""
"RAB32","0.500","0.543","0.675","1","hsa-miR-548h-5p","","","",""
"UHMK1","0.500","0.543","0.675","1","hsa-miR-548h-5p","","","",""
"ZBTB20","0.500","0.543","0.675","1","hsa-miR-548h-5p","","","",""
"ZNF107","0.500","0.543","0.675","1","hsa-miR-3178","","","",""
"C5orf51","0.503","0.544","0.681","1","hsa-miR-4472","","","",""
"DYRK2","0.503","0.544","0.681","1","hsa-miR-4472","","","",""
"NPR1","0.503","0.544","0.681","1","hsa-miR-7846-3p","","","",""
"PABPN1","0.503","0.544","0.681","1","hsa-miR-6769b-5p","","","",""
"PHLDA3","0.503","0.544","0.681","1","hsa-miR-4472","","","",""
"KLHL28","0.506","0.547","0.687","1","hsa-miR-548h-5p","","","",""
"CEP97","0.509","0.549","0.693","1","hsa-miR-6769b-5p","","","",""
"TRUB2","0.509","0.549","0.693","1","hsa-miR-6895-3p","","","",""
"CAPZA1","0.515","0.550","0.704","1","hsa-miR-548h-5p","","","",""
"FAM83F","0.515","0.550","0.704","1","hsa-miR-6769b-5p","","","",""
"GPRC5A","0.512","0.550","0.698","1","hsa-miR-6857-3p","","","",""
"KLHL21","0.515","0.550","0.704","1","hsa-miR-139-3p","","","",""
"MAZ","0.515","0.550","0.704","1","hsa-miR-4472","","","",""
"MYC","0.515","0.550","0.704","1","hsa-miR-4647","","","",""
"PDE12","0.515","0.550","0.704","1","hsa-miR-548h-5p","","","",""
"SERBP1","0.515","0.550","0.704","1","hsa-miR-4462","","","",""
"TIAL1","0.512","0.550","0.698","1","hsa-miR-6895-3p","","","",""
"TNPO1","0.512","0.550","0.698","1","hsa-miR-4647","","","",""
"ZNF394","0.515","0.550","0.704","1","hsa-miR-6895-3p","","","",""
"ZNF573","0.512","0.550","0.698","1","hsa-miR-937-5p","","","",""
"ACOT9","0.518","0.552","0.710","1","hsa-miR-3155b","","","",""
"GXYLT2","0.518","0.552","0.710","1","hsa-miR-4472","","","",""
"YWHAE","0.518","0.552","0.710","1","hsa-miR-548h-5p","","","",""
"SAMD8","0.521","0.554","0.716","1","hsa-miR-548h-5p","","","",""
"SIX4","0.521","0.554","0.716","1","hsa-miR-548h-5p","","","",""
"FGFR1OP","0.524","0.554","0.721","1","hsa-miR-937-5p","","","",""
"GRPEL2","0.524","0.554","0.721","1","hsa-miR-548h-5p","","","",""
"IRGQ","0.524","0.554","0.721","1","hsa-miR-6895-3p","","","",""
"SSBP2","0.524","0.554","0.721","1","hsa-miR-139-3p","","","",""
"SUMO1","0.524","0.554","0.721","1","hsa-miR-4472","","","",""
"ZNF207","0.524","0.554","0.721","1","hsa-miR-548h-5p","","","",""
"OCIAD2","0.526","0.557","0.727","1","hsa-miR-937-5p","","","",""
"VEGFA","0.526","0.557","0.727","1","hsa-miR-6769b-5p","","","",""
"DR1","0.529","0.559","0.733","1","hsa-miR-548h-5p","","","",""
"ZNF385A","0.532","0.562","0.739","1","hsa-miR-4472","","","",""
"FBXL18","0.535","0.564","0.745","1","hsa-miR-4472","","","",""
"CLPB","0.538","0.566","0.750","1","hsa-miR-6769b-5p","","","",""
"SETD5","0.538","0.566","0.750","1","hsa-miR-139-3p","","","",""
"TP53","0.538","0.566","0.750","1","hsa-miR-937-5p","","","",""
"AMD1","0.541","0.567","0.756","1","hsa-miR-6895-3p","","","",""
"KIF3A","0.541","0.567","0.756","1","hsa-miR-548h-5p","","","",""
"ZNF426","0.541","0.567","0.756","1","hsa-miR-3178","","","",""
"NAA50","0.543","0.569","0.762","1","hsa-miR-4472","","","",""
"PHB2","0.543","0.569","0.762","1","hsa-miR-548h-5p","","","",""
"RBM28","0.543","0.569","0.762","1","hsa-miR-4462","","","",""
"E2F3","0.549","0.574","0.773","1","hsa-miR-139-3p","","","",""
"LARP1","0.549","0.574","0.773","1","hsa-miR-6895-3p","","","",""
"CCDC80","0.552","0.575","0.779","1","hsa-miR-548h-5p","","","",""
"PTP4A1","0.552","0.575","0.779","1","hsa-miR-548h-5p","","","",""
"ZBTB8B","0.552","0.575","0.779","1","hsa-miR-3178","","","",""
"NFAT5","0.560","0.583","0.796","1","hsa-miR-4749-5p","","","",""
"PAFAH1B2","0.560","0.583","0.796","1","hsa-miR-548h-5p","","","",""
"HSPA4L","0.568","0.590","0.814","1","hsa-miR-937-5p","","","",""
"ONECUT3","0.568","0.590","0.814","1","hsa-miR-4472","","","",""
"BACH1","0.570","0.593","0.820","1","hsa-miR-548h-5p","","","",""
"GK5","0.576","0.597","0.831","1","hsa-miR-6895-3p","","","",""
"UBE2V1","0.576","0.597","0.831","1","hsa-miR-4472","","","",""
"TMEM189-UBE2V1","0.578","0.599","0.837","1","hsa-miR-4472","","","",""
"TMEM189","0.581","0.601","0.843","1","hsa-miR-4472","","","",""
"SOCS7","0.591","0.611","0.866","1","hsa-miR-6895-3p","","","",""
"TRIM72","0.591","0.611","0.866","1","hsa-miR-4647","","","",""
"IFNLR1","0.594","0.613","0.871","1","hsa-miR-4647","","","",""
"MSANTD4","0.594","0.613","0.871","1","hsa-miR-548h-5p","","","",""
"REL","0.599","0.617","0.883","1","hsa-miR-6895-3p","","","",""
"ZBTB7A","0.601","0.619","0.889","1","hsa-miR-139-3p","","","",""
"MDM4","0.603","0.621","0.895","1","hsa-miR-3178","","","",""
"ZBTB37","0.608","0.626","0.906","1","hsa-miR-548h-5p","","","",""
"PKM","0.615","0.633","0.923","1","hsa-miR-4472","","","",""
"G3BP1","0.618","0.635","0.929","1","hsa-miR-548h-5p","","","",""
"SYNJ2BP","0.623","0.639","0.941","1","hsa-miR-3155b","","","",""
"CASTOR2","0.625","0.640","0.947","1","hsa-miR-4472","","","",""
"KIAA1551","0.625","0.640","0.947","1","hsa-miR-4647","","","",""
"CACNG8","0.627","0.642","0.952","1","hsa-miR-6895-3p","","","",""
"VAV3","0.627","0.642","0.952","1","hsa-miR-3178","","","",""
"MLLT1","0.632","0.645","0.964","1","hsa-miR-4749-5p","","","",""
"TPM3","0.632","0.645","0.964","1","hsa-miR-6895-3p","","","",""
"SOX4","0.634","0.647","0.970","1","hsa-miR-139-3p","","","",""
"DNAL1","0.636","0.649","0.975","1","hsa-miR-139-3p","","","",""
"SHOC2","0.650","0.662","1.01","1","hsa-miR-4472","","","",""
"PEX26","0.656","0.668","1.03","1","hsa-miR-4749-5p","","","",""
"RPL7L1","0.656","0.668","1.03","1","hsa-miR-548h-5p","","","",""
"ASB16","0.660","0.672","1.04","1","hsa-miR-6769b-5p","","","",""
"CYP20A1","0.662","0.673","1.04","1","hsa-miR-548h-5p","","","",""
"RAB5B","0.664","0.674","1.05","1","hsa-miR-6769b-5p","","","",""
"UBXN2A","0.664","0.674","1.05","1","hsa-miR-937-5p","","","",""
"WEE1","0.664","0.674","1.05","1","hsa-miR-4647","","","",""
"ARPP19","0.667","0.674","1.06","1","hsa-miR-6895-3p","","","",""
"HOOK3","0.667","0.674","1.06","1","hsa-miR-3178","","","",""
"UBN2","0.667","0.674","1.06","1","hsa-miR-937-5p","","","",""
"COX6B1","0.669","0.676","1.06","1","hsa-miR-937-5p","","","",""
"KHSRP","0.675","0.682","1.08","1","hsa-miR-548h-5p","","","",""
"ABI2","0.677","0.682","1.09","1","hsa-miR-6769b-5p","","","",""
"CDK6","0.677","0.682","1.09","1","hsa-miR-4647","","","",""
"CNBP","0.694","0.700","1.14","1","hsa-miR-4472","","","",""
"LRRC58","0.698","0.703","1.15","1","hsa-miR-3155b","","","",""
"YOD1","0.702","0.706","1.16","1","hsa-miR-548h-5p","","","",""
"YWHAZ","0.722","0.726","1.22","1","hsa-miR-6769b-5p","","","",""
"HDGF","0.725","0.729","1.24","1","hsa-miR-4472","","","",""
"TAOK1","0.747","0.750","1.31","1","hsa-miR-6769b-5p","","","",""
"GDE1","0.753","0.755","1.33","1","hsa-miR-548h-5p","","","",""
"LMNB2","0.753","0.755","1.33","1","hsa-miR-6857-3p","","","",""
"BTG2","0.777","0.779","1.43","1","hsa-miR-937-5p","","","",""
"GIGYF1","0.783","0.784","1.45","1","hsa-miR-6769b-5p","","","",""
"FOXK1","0.794","0.794","1.49","1","hsa-miR-548h-5p","","","",""
