"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"HMGB1","0.615","0.623","0.921","1","hsa-miR-1307-3p","","",""
"MAPKAPK5","0.633","0.640","0.964","1","hsa-miR-6857-3p","","",""
"CYP20A1","0.637","0.644","0.975","1","hsa-miR-6722-3p","","",""
"RAB5B","0.639","0.646","0.980","1","hsa-miR-6722-3p","","",""
"MAPK1","0.641","0.648","0.986","1","hsa-miR-1307-3p","","",""
"PLAGL2","0.653","0.660","1.02","1","hsa-miR-3184-5p","","",""
"LRRC58","0.673","0.679","1.07","1","hsa-miR-6715b-5p","","",""
"MDM2","0.681","0.686","1.09","1","hsa-miR-6715b-5p","","",""
"LINC00598","0.692","0.697","1.13","1","hsa-miR-1307-3p","","",""
"YWHAZ","0.697","0.702","1.14","1","hsa-miR-1229-3p","","",""
"HDGF","0.701","0.705","1.15","1","hsa-miR-3184-5p","","",""
"TAOK1","0.723","0.726","1.22","1","hsa-miR-4511","","",""
"GDE1","0.729","0.732","1.24","1","hsa-miR-3184-5p","","",""
"ZNF264","0.736","0.738","1.27","1","hsa-miR-1229-3p","","",""
"IGF1R","0.751","0.753","1.32","1","hsa-miR-4511","","",""
"SOD2","0.768","0.770","1.38","1","hsa-miR-3130-3p","","",""
"SLC7A5","0.783","0.784","1.44","1","hsa-miR-4749-5p","","",""
"NACC1","0.788","0.789","1.47","1","hsa-miR-3184-5p","","",""
"NUFIP2","0.851","0.851","1.78","1","hsa-miR-6722-3p","","",""
