"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"NKX6-2","0.0680","0.376","0.0700","1","hsa-miR-3184-5p","","",""
"NKX6-3","0.0730","0.376","0.0754","1","hsa-miR-3130-3p","","",""
"NME2","0.132","0.376","0.140","1","hsa-miR-1229-3p","","",""
"NOB1","0.103","0.376","0.108","1","hsa-miR-139-3p","","",""
"NOS1","0.0979","0.376","0.102","1","hsa-miR-6715b-5p","","",""
"NOTCH2NL","0.141","0.376","0.151","1","hsa-miR-3130-3p","","",""
"NPTXR","0.102","0.376","0.275","2","hsa-miR-1307-3p","hsa-miR-3184-5p","",""
"NUMBL","0.150","0.376","0.162","1","hsa-miR-6715b-5p","","",""
"NUP35","0.155","0.376","0.167","1","hsa-miR-6722-3p","","",""
"NUTM2E","0.0267","0.376","0.0269","1","hsa-miR-4511","","",""
"NXPE3","0.155","0.376","0.167","1","hsa-miR-1229-3p","","",""
"OPA3","0.0888","0.376","0.253","2","hsa-miR-1229-3p","hsa-miR-4462","",""
"OPTN","0.136","0.376","0.145","1","hsa-miR-1307-3p","","",""
"ORAI2","0.102","0.376","0.384","3","hsa-miR-3178","hsa-miR-139-3p","hsa-miR-1307-3p",""
"OTUB1","0.0234","0.376","0.121","2","hsa-miR-4749-5p","hsa-miR-6722-3p","",""
"OTUD5","0.155","0.376","0.167","1","hsa-miR-6722-3p","","",""
"P2RY2","0.0830","0.376","0.0862","1","hsa-miR-1229-3p","","",""
"PAK4","0.0375","0.376","0.156","2","hsa-miR-1229-3p","hsa-miR-4749-5p","",""
"PANK1","0.0411","0.376","0.164","2","hsa-miR-6857-3p","hsa-miR-3130-3p","",""
"PANK2","0.164","0.376","0.178","1","hsa-miR-1229-3p","","",""
"PARS2","0.117","0.376","0.124","1","hsa-miR-6722-3p","","",""
"PAX2","0.141","0.376","0.151","1","hsa-miR-3184-5p","","",""
"PAX5","0.0161","0.376","0.0997","2","hsa-miR-3130-3p","hsa-miR-139-3p","",""
"PBRM1","0.112","0.376","0.119","1","hsa-miR-1229-3p","","",""
"PBX2","0.150","0.376","0.162","1","hsa-miR-3184-5p","","",""
"PBX2P1","0.0929","0.376","0.0970","1","hsa-miR-4511","","",""
"PCBD1","0.0475","0.376","0.0485","1","hsa-miR-6722-3p","","",""
"PCYT2","0.0929","0.376","0.0970","1","hsa-miR-3130-3p","","",""
"PDP2","0.120","0.376","0.302","2","hsa-miR-6722-3p","hsa-miR-3184-5p","",""
"PDPR","0.150","0.376","0.162","1","hsa-miR-6722-3p","","",""
"PDZD4","0.141","0.376","0.151","1","hsa-miR-4749-5p","","",""
"PEAK3","0.0780","0.376","0.0808","1","hsa-miR-3178","","",""
"PER1","0.107","0.376","0.283","2","hsa-miR-4749-5p","hsa-miR-6715b-5p","",""
"PHC1","0.141","0.376","0.151","1","hsa-miR-1229-3p","","",""
"PHF21A","0.0830","0.376","0.0862","1","hsa-miR-6722-3p","","",""
"PHGDH","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"PHLPP1","0.132","0.376","0.140","1","hsa-miR-1307-3p","","",""
"PHRF1","0.0214","0.376","0.0215","1","hsa-miR-1229-3p","","",""
"PITHD1","0.0629","0.376","0.0646","1","hsa-miR-4511","","",""
"PITPNB","0.132","0.376","0.140","1","hsa-miR-1229-3p","","",""
"PKD1","0.0824","0.376","0.242","2","hsa-miR-6722-3p","hsa-miR-4462","",""
"PLCE1","0.0542","0.376","0.191","2","hsa-miR-6715b-5p","hsa-miR-3975","",""
"PLEKHG4B","0.0129","0.376","0.0889","2","hsa-miR-3975","hsa-miR-1307-3p","",""
"PLXND1","0.0938","0.376","0.261","2","hsa-miR-3184-5p","hsa-miR-3130-3p","",""
"PNMA8A","0.0578","0.376","0.0593","1","hsa-miR-1307-3p","","",""
"PNPT1","0.150","0.376","0.162","1","hsa-miR-1307-3p","","",""
"POC1A","0.0515","0.376","0.186","2","hsa-miR-6722-3p","hsa-miR-1307-3p","",""
"POU3F3","0.141","0.376","0.151","1","hsa-miR-6722-3p","","",""
"PPFIA3","0.112","0.376","0.119","1","hsa-miR-4462","","",""
"PPIB","0.160","0.376","0.172","1","hsa-miR-3184-5p","","",""
"PPL","0.112","0.376","0.119","1","hsa-miR-1229-3p","","",""
"PPP1R11","0.0921","0.376","0.259","2","hsa-miR-3184-5p","hsa-miR-6715b-5p","",""
"PPP2R5D","0.155","0.376","0.167","1","hsa-miR-6722-3p","","",""
"PPP4C","0.0371","0.376","0.0377","1","hsa-miR-1229-3p","","",""
"PPP5D1","0.0830","0.376","0.0862","1","hsa-miR-1307-3p","","",""
"PRDX4","0.0319","0.376","0.0323","1","hsa-miR-1229-3p","","",""
"PRKRIP1","0.0629","0.376","0.0646","1","hsa-miR-1229-3p","","",""
"PRY","0.0929","0.376","0.0970","1","hsa-miR-1229-3p","","",""
"PRY2","0.0929","0.376","0.0970","1","hsa-miR-1229-3p","","",""
"PSAPL1","0.108","0.376","0.113","1","hsa-miR-4783-3p","","",""
"PSMB5","0.0612","0.376","0.205","2","hsa-miR-1307-3p","hsa-miR-1229-3p","",""
"PSMC5","0.0214","0.376","0.0215","1","hsa-miR-1229-3p","","",""
"PTAFR","0.164","0.376","0.178","1","hsa-miR-1307-3p","","",""
"PTDSS1","0.0578","0.376","0.0593","1","hsa-miR-1229-3p","","",""
"PUS10","0.0880","0.376","0.0916","1","hsa-miR-1307-3p","","",""
"PXDC1","0.122","0.376","0.129","1","hsa-miR-6722-3p","","",""
"PXN","0.136","0.376","0.145","1","hsa-miR-139-3p","","",""
"QRSL1","0.164","0.376","0.178","1","hsa-miR-1307-3p","","",""
"QSOX1","0.114","0.376","0.294","2","hsa-miR-3975","hsa-miR-6857-3p","",""
"R3HDM2","0.155","0.376","0.167","1","hsa-miR-6715b-5p","","",""
"R3HDM4","0.0399","0.376","0.162","2","hsa-miR-4462","hsa-miR-6715b-5p","",""
"RAB11B","0.0598","0.376","0.202","2","hsa-miR-139-3p","hsa-miR-3178","",""
"RAB17","0.0979","0.376","0.102","1","hsa-miR-4749-5p","","",""
"RAB31","0.150","0.376","0.162","1","hsa-miR-1229-3p","","",""
"RAB40B","0.150","0.376","0.162","1","hsa-miR-1307-3p","","",""
"RAB9A","0.150","0.376","0.162","1","hsa-miR-1307-3p","","",""
"RANBP10","0.0979","0.376","0.102","1","hsa-miR-6857-3p","","",""
"RASD1","0.0780","0.376","0.0808","1","hsa-miR-139-3p","","",""
"RBBP5","0.0979","0.376","0.102","1","hsa-miR-6857-3p","","",""
"RBMS2","0.157","0.376","0.356","2","hsa-miR-3975","hsa-miR-3178","",""
"RBPJL","0.127","0.376","0.135","1","hsa-miR-3184-5p","","",""
"RBX1","0.0680","0.376","0.0700","1","hsa-miR-6857-3p","","",""
"REEP3","0.0872","0.376","0.250","2","hsa-miR-139-3p","hsa-miR-3184-5p","",""
"REG3A","0.0578","0.376","0.0593","1","hsa-miR-4749-5p","","",""
"RFC5","0.0979","0.376","0.102","1","hsa-miR-6857-3p","","",""
"RHBDL2","0.122","0.376","0.129","1","hsa-miR-1307-3p","","",""
"RHEBP1","0.117","0.376","0.124","1","hsa-miR-6857-3p","","",""
"RIMBP3C","0.141","0.376","0.151","1","hsa-miR-6722-3p","","",""
"RIN3","0.0423","0.376","0.0431","1","hsa-miR-3184-5p","","",""
"RMI1","0.108","0.376","0.113","1","hsa-miR-6715b-5p","","",""
"RND2","0.146","0.376","0.156","1","hsa-miR-139-3p","","",""
"RNF165","0.0363","0.376","0.154","2","hsa-miR-3184-5p","hsa-miR-6857-3p","",""
"RNF187","0.0715","0.376","0.224","2","hsa-miR-3184-5p","hsa-miR-6722-3p","",""
"RPA1","0.0830","0.376","0.0862","1","hsa-miR-139-3p","","",""
"RPGRIP1L","0.0161","0.376","0.0162","1","hsa-miR-1229-3p","","",""
"RPL3","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"RPL34","0.122","0.376","0.129","1","hsa-miR-1307-3p","","",""
"RPL7A","0.0680","0.376","0.0700","1","hsa-miR-1229-3p","","",""
"RPP40","0.0880","0.376","0.0916","1","hsa-miR-4511","","",""
"RPS15","0.0527","0.376","0.0539","1","hsa-miR-1229-3p","","",""
"RPS28","0.103","0.376","0.108","1","hsa-miR-1307-3p","","",""
"RPS6KL1","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"RRAS","0.0830","0.376","0.0862","1","hsa-miR-3975","","",""
"RRS1","0.112","0.376","0.119","1","hsa-miR-4783-3p","","",""
"RSPH3","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"RTL6","0.112","0.376","0.119","1","hsa-miR-1229-3p","","",""
"RTN3","0.155","0.376","0.167","1","hsa-miR-4511","","",""
"RUVBL2","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"S1PR3","0.141","0.376","0.151","1","hsa-miR-6715b-5p","","",""
"SAE1","0.122","0.376","0.129","1","hsa-miR-1229-3p","","",""
"SAFB","0.0319","0.376","0.0323","1","hsa-miR-1229-3p","","",""
"SALL2","0.117","0.376","0.124","1","hsa-miR-6722-3p","","",""
"SARS","0.132","0.376","0.140","1","hsa-miR-6722-3p","","",""
"SBF1","0.0730","0.376","0.226","2","hsa-miR-4749-5p","hsa-miR-6715b-5p","",""
"SBK1","0.0569","0.376","0.197","2","hsa-miR-3184-5p","hsa-miR-4749-5p","",""
"SCAMP5","0.0830","0.376","0.0862","1","hsa-miR-1229-3p","","",""
"SCD","0.0675","0.376","0.323","3","hsa-miR-1229-3p","hsa-miR-4511","hsa-miR-6857-3p",""
"SCO1","0.113","0.376","0.291","2","hsa-miR-1229-3p","hsa-miR-1307-3p","",""
"SEC14L6","0.108","0.376","0.113","1","hsa-miR-6715b-5p","","",""
"SEMA3F","0.150","0.376","0.162","1","hsa-miR-4749-5p","","",""
"SEMA5A","0.141","0.376","0.151","1","hsa-miR-6722-3p","","",""
"SEMA6B","0.146","0.376","0.156","1","hsa-miR-1229-3p","","",""
"SENP5","0.164","0.376","0.178","1","hsa-miR-6722-3p","","",""
"SETD7","0.0856","0.376","0.248","2","hsa-miR-1229-3p","hsa-miR-3975","",""
"SF3A3","0.0880","0.376","0.0916","1","hsa-miR-3130-3p","","",""
"SF3B5","0.00539","0.376","0.00539","1","hsa-miR-1307-3p","","",""
"SFPQ","0.112","0.376","0.119","1","hsa-miR-1229-3p","","",""
"SGPP2","0.0254","0.376","0.127","2","hsa-miR-6715b-5p","hsa-miR-1307-3p","",""
"SH2D5","0.150","0.376","0.162","1","hsa-miR-6857-3p","","",""
"SH3BGRL3","0.108","0.376","0.113","1","hsa-miR-4749-5p","","",""
"SHANK2","0.0527","0.376","0.0539","1","hsa-miR-1307-3p","","",""
"SIGLEC12","0.0929","0.376","0.0970","1","hsa-miR-4749-5p","","",""
"SIRPG","0.0319","0.376","0.0323","1","hsa-miR-6722-3p","","",""
"SLC16A13","0.132","0.376","0.140","1","hsa-miR-1229-3p","","",""
"SLC25A23","0.122","0.376","0.129","1","hsa-miR-6722-3p","","",""
"SLC25A51","0.127","0.376","0.135","1","hsa-miR-1307-3p","","",""
"SLC2A14","0.146","0.376","0.156","1","hsa-miR-6857-3p","","",""
"SLC38A4","0.00310","0.376","0.0431","2","hsa-miR-139-3p","hsa-miR-6722-3p","",""
"SLC39A7","0.0578","0.376","0.0593","1","hsa-miR-1229-3p","","",""
"SLC43A2","0.0528","0.376","0.189","2","hsa-miR-1307-3p","hsa-miR-139-3p","",""
"SLC46A1","0.155","0.376","0.167","1","hsa-miR-4511","","",""
"SLC47A1","0.0306","0.376","0.140","2","hsa-miR-4749-5p","hsa-miR-1307-3p","",""
"SLC5A6","0.0215","0.376","0.116","2","hsa-miR-139-3p","hsa-miR-3184-5p","",""
"SLC6A6","0.141","0.376","0.151","1","hsa-miR-6857-3p","","",""
"SLC9A3","0.0880","0.376","0.0916","1","hsa-miR-4749-5p","","",""
"SLIT3","0.103","0.376","0.108","1","hsa-miR-4511","","",""
"SLITRK3","0.0475","0.376","0.0485","1","hsa-miR-3130-3p","","",""
"SLITRK5","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"SMARCC1","0.0830","0.376","0.0862","1","hsa-miR-3130-3p","","",""
"SMIM7","0.108","0.376","0.113","1","hsa-miR-139-3p","","",""
"SMOC2","0.117","0.376","0.124","1","hsa-miR-6722-3p","","",""
"SMYD4","0.164","0.376","0.178","1","hsa-miR-1307-3p","","",""
"SNRNP27","0.0108","0.376","0.0808","2","hsa-miR-139-3p","hsa-miR-4511","",""
"SNRNP48","0.136","0.376","0.145","1","hsa-miR-3130-3p","","",""
"SNRPA","0.0161","0.376","0.0162","1","hsa-miR-1307-3p","","",""
"SNX12","0.141","0.376","0.151","1","hsa-miR-1229-3p","","",""
"SORBS2","0.0730","0.376","0.0754","1","hsa-miR-139-3p","","",""
"SORBS3","0.0929","0.376","0.0970","1","hsa-miR-1229-3p","","",""
"SORL1","0.0107","0.376","0.0108","1","hsa-miR-1229-3p","","",""
"SPECC1L","0.108","0.376","0.113","1","hsa-miR-4749-5p","","",""
"SPEF1","0.103","0.376","0.108","1","hsa-miR-3184-5p","","",""
"SPON2","0.117","0.376","0.124","1","hsa-miR-4462","","",""
"SPOUT1","0.103","0.376","0.108","1","hsa-miR-1229-3p","","",""
"SRP72","0.0578","0.376","0.0593","1","hsa-miR-1229-3p","","",""
"SRRT","0.112","0.376","0.119","1","hsa-miR-6857-3p","","",""
"SRSF2","0.118","0.376","0.299","2","hsa-miR-6715b-5p","hsa-miR-3130-3p","",""
"SSH3","0.164","0.376","0.178","1","hsa-miR-3975","","",""
"SSU72","0.0700","0.376","0.221","2","hsa-miR-4783-3p","hsa-miR-6715b-5p","",""
"SSX5","0.108","0.376","0.113","1","hsa-miR-6857-3p","","",""
"ST3GAL2","0.112","0.376","0.119","1","hsa-miR-1307-3p","","",""
"STAR","0.122","0.376","0.129","1","hsa-miR-3130-3p","","",""
"STAT5B","0.00753","0.376","0.0673","2","hsa-miR-1229-3p","hsa-miR-3184-5p","",""
"STIL","0.0830","0.376","0.0862","1","hsa-miR-3178","","",""
"STIM1","0.160","0.376","0.172","1","hsa-miR-3184-5p","","",""
"STIP1","0.122","0.376","0.129","1","hsa-miR-6722-3p","","",""
"STRN4","0.0880","0.376","0.0916","1","hsa-miR-3184-5p","","",""
"STX4","0.0824","0.376","0.242","2","hsa-miR-3178","hsa-miR-3130-3p","",""
"STYK1","0.117","0.376","0.124","1","hsa-miR-6857-3p","","",""
"SUPT5H","0.0629","0.376","0.0646","1","hsa-miR-1229-3p","","",""
"SURF2","0.0780","0.376","0.0808","1","hsa-miR-3130-3p","","",""
"SVIP","0.132","0.376","0.140","1","hsa-miR-3178","","",""
"SWSAP1","0.164","0.376","0.178","1","hsa-miR-1307-3p","","",""
"SYNRG","0.0274","0.376","0.132","2","hsa-miR-1307-3p","hsa-miR-4783-3p","",""
"SYT7","0.0641","0.376","0.210","2","hsa-miR-139-3p","hsa-miR-3130-3p","",""
"TACC3","0.127","0.376","0.135","1","hsa-miR-4749-5p","","",""
"TAF1","0.0830","0.376","0.0862","1","hsa-miR-3178","","",""
"TAGLN","0.155","0.376","0.167","1","hsa-miR-3184-5p","","",""
"TBC1D4","0.0780","0.376","0.0808","1","hsa-miR-6722-3p","","",""
"TBX20","0.136","0.376","0.145","1","hsa-miR-139-3p","","",""
"TDRKH","0.108","0.376","0.113","1","hsa-miR-6857-3p","","",""
"TEDC1","0.0578","0.376","0.0593","1","hsa-miR-6715b-5p","","",""
"TET3","0.109","0.376","0.285","2","hsa-miR-6857-3p","hsa-miR-4511","",""
"TEX22","0.127","0.376","0.135","1","hsa-miR-139-3p","","",""
"TFCP2L1","0.146","0.376","0.156","1","hsa-miR-3975","","",""
"THY1","0.0122","0.376","0.0862","2","hsa-miR-139-3p","hsa-miR-6715b-5p","",""
"TIA1","0.0371","0.376","0.0377","1","hsa-miR-1229-3p","","",""
"TIMM8A","0.149","0.376","0.345","2","hsa-miR-1229-3p","hsa-miR-4783-3p","",""
"TLR5","0.108","0.376","0.113","1","hsa-miR-3184-5p","","",""
"TMBIM6","0.106","0.376","0.280","2","hsa-miR-3184-5p","hsa-miR-3975","",""
"TMCC3","0.117","0.376","0.124","1","hsa-miR-4511","","",""
"TMEM105","0.164","0.376","0.178","1","hsa-miR-3178","","",""
"TMEM11","0.164","0.376","0.178","1","hsa-miR-3184-5p","","",""
"TMEM132C","0.0780","0.376","0.0808","1","hsa-miR-6715b-5p","","",""
"TMEM145","0.160","0.376","0.172","1","hsa-miR-6722-3p","","",""
"TMEM184B","0.0988","0.376","0.269","2","hsa-miR-3184-5p","hsa-miR-4749-5p","",""
"TMEM214","0.0264","0.376","0.129","2","hsa-miR-6715b-5p","hsa-miR-3975","",""
"TMIGD2","0.0979","0.376","0.102","1","hsa-miR-1307-3p","","",""
"TNFAIP2","0.122","0.376","0.129","1","hsa-miR-3130-3p","","",""
"TNRC18","0.136","0.376","0.145","1","hsa-miR-1307-3p","","",""
"TNRC6B","0.0880","0.376","0.361","3","hsa-miR-1229-3p","hsa-miR-6715b-5p","hsa-miR-4511",""
"TOLLIP","0.103","0.376","0.108","1","hsa-miR-3975","","",""
"TOMM5","0.150","0.376","0.162","1","hsa-miR-6857-3p","","",""
"TPST2","0.146","0.376","0.156","1","hsa-miR-3184-5p","","",""
"TRAF3","0.122","0.376","0.129","1","hsa-miR-3178","","",""
"TRAF7","0.00800","0.376","0.144","3","hsa-miR-1229-3p","hsa-miR-3184-5p","hsa-miR-6722-3p",""
"TRIM27","0.117","0.376","0.124","1","hsa-miR-1229-3p","","",""
"TRIM41","0.0527","0.376","0.0539","1","hsa-miR-3184-5p","","",""
"TRIM58","0.103","0.376","0.108","1","hsa-miR-3130-3p","","",""
"TRMT10B","0.160","0.376","0.172","1","hsa-miR-1307-3p","","",""
"TRPC4AP","0.164","0.376","0.178","1","hsa-miR-6857-3p","","",""
"TRRAP","0.0880","0.376","0.0916","1","hsa-miR-1229-3p","","",""
"TSN","0.122","0.376","0.129","1","hsa-miR-6715b-5p","","",""
"TSTD2","0.112","0.376","0.119","1","hsa-miR-4511","","",""
"TUBD1","0.00828","0.376","0.145","3","hsa-miR-1307-3p","hsa-miR-6715b-5p","hsa-miR-139-3p",""
"TUBG1","0.0979","0.376","0.102","1","hsa-miR-1229-3p","","",""
"TULP1","0.00437","0.376","0.0512","2","hsa-miR-3178","hsa-miR-4749-5p","",""
"TUSC3","0.0319","0.376","0.0323","1","hsa-miR-1229-3p","","",""
"TXNIP","0.0286","0.376","0.307","4","hsa-miR-3184-5p","hsa-miR-3975","hsa-miR-6857-3p","hsa-miR-4511"
"TXNL4A","0.132","0.376","0.140","1","hsa-miR-6715b-5p","","",""
"U2AF2","0.00292","0.376","0.101","3","hsa-miR-3184-5p","hsa-miR-6722-3p","hsa-miR-3178",""
"UBALD1","0.127","0.376","0.135","1","hsa-miR-6722-3p","","",""
"UBFD1","0.141","0.376","0.151","1","hsa-miR-3184-5p","","",""
"UBN1","0.0929","0.376","0.0970","1","hsa-miR-3130-3p","","",""
"UCP2","0.103","0.376","0.108","1","hsa-miR-139-3p","","",""
"UNK","0.0905","0.376","0.256","2","hsa-miR-3184-5p","hsa-miR-6857-3p","",""
"UPF3A","0.0880","0.376","0.0916","1","hsa-miR-6857-3p","","",""
"URGCP-MRPS24","0.117","0.376","0.124","1","hsa-miR-139-3p","","",""
"URM1","0.0598","0.376","0.202","2","hsa-miR-3184-5p","hsa-miR-3975","",""
"USP49","0.136","0.376","0.145","1","hsa-miR-1307-3p","","",""
"VAV3","0.0545","0.376","0.296","3","hsa-miR-3130-3p","hsa-miR-4511","hsa-miR-3178",""
"VSIG1","0.122","0.376","0.129","1","hsa-miR-1307-3p","","",""
"VSIG2","0.117","0.376","0.124","1","hsa-miR-1307-3p","","",""
"VWA1","0.150","0.376","0.162","1","hsa-miR-139-3p","","",""
"VWA8","0.0214","0.376","0.0215","1","hsa-miR-1229-3p","","",""
"VWC2","0.0578","0.376","0.0593","1","hsa-miR-1307-3p","","",""
"VWC2L","0.0475","0.376","0.0485","1","hsa-miR-1229-3p","","",""
"WARS2","0.0730","0.376","0.0754","1","hsa-miR-6715b-5p","","",""
"WASF2","0.123","0.376","0.307","2","hsa-miR-3184-5p","hsa-miR-1307-3p","",""
"WDCP","0.0780","0.376","0.0808","1","hsa-miR-1229-3p","","",""
"WDR1","0.108","0.376","0.113","1","hsa-miR-3178","","",""
"WDR3","0.160","0.376","0.172","1","hsa-miR-1229-3p","","",""
"WDR35","0.0680","0.376","0.0700","1","hsa-miR-3130-3p","","",""
"WDR45B","0.0436","0.376","0.170","2","hsa-miR-139-3p","hsa-miR-3184-5p","",""
"WFIKKN2","0.0979","0.376","0.102","1","hsa-miR-3184-5p","","",""
"YBX1","0.132","0.376","0.140","1","hsa-miR-1307-3p","","",""
"YIF1B","0.0475","0.376","0.0485","1","hsa-miR-3178","","",""
"YIPF2","0.112","0.376","0.119","1","hsa-miR-4749-5p","","",""
"YIPF4","0.0703","0.376","0.329","3","hsa-miR-6715b-5p","hsa-miR-3178","hsa-miR-3975",""
"YIPF5","0.132","0.376","0.140","1","hsa-miR-1307-3p","","",""
"ZBTB46","0.111","0.376","0.288","2","hsa-miR-3184-5p","hsa-miR-3130-3p","",""
"ZDHHC22","0.164","0.376","0.178","1","hsa-miR-1229-3p","","",""
"ZDHHC7","0.0830","0.376","0.0862","1","hsa-miR-1229-3p","","",""
"ZFP82","0.127","0.376","0.135","1","hsa-miR-1307-3p","","",""
"ZHX3","0.132","0.376","0.140","1","hsa-miR-3130-3p","","",""
"ZMAT5","0.155","0.376","0.167","1","hsa-miR-3184-5p","","",""
"ZMYM2","0.160","0.376","0.172","1","hsa-miR-1229-3p","","",""
"ZNF195","0.164","0.376","0.178","1","hsa-miR-1229-3p","","",""
"ZNF207","0.143","0.376","0.337","2","hsa-miR-1307-3p","hsa-miR-1229-3p","",""
"ZNF385A","0.149","0.376","0.345","2","hsa-miR-1307-3p","hsa-miR-3975","",""
"ZNF394","0.138","0.376","0.329","2","hsa-miR-6722-3p","hsa-miR-6715b-5p","",""
"ZNF430","0.122","0.376","0.129","1","hsa-miR-1307-3p","","",""
"ZNF439","0.0424","0.376","0.167","2","hsa-miR-3975","hsa-miR-1307-3p","",""
"ZNF525","0.0244","0.376","0.124","2","hsa-miR-6857-3p","hsa-miR-1229-3p","",""
"ZNF550","0.112","0.376","0.119","1","hsa-miR-139-3p","","",""
"ZNF570","0.0929","0.376","0.0970","1","hsa-miR-139-3p","","",""
"ZNF589","0.150","0.376","0.162","1","hsa-miR-139-3p","","",""
"ZNF655","0.150","0.376","0.162","1","hsa-miR-1307-3p","","",""
"ZNF687","0.0319","0.376","0.0323","1","hsa-miR-1229-3p","","",""
"ZNF781","0.136","0.376","0.145","1","hsa-miR-1229-3p","","",""
"ZNF787","0.0187","0.376","0.108","2","hsa-miR-3184-5p","hsa-miR-4749-5p","",""
"ZNF81","0.108","0.376","0.113","1","hsa-miR-3975","","",""
"ZNF841","0.0929","0.376","0.0970","1","hsa-miR-1307-3p","","",""
"ZNF865","0.141","0.376","0.151","1","hsa-miR-6715b-5p","","",""
"ZSWIM7","0.0929","0.376","0.0970","1","hsa-miR-139-3p","","",""
"AP5M1","0.169","0.379","0.183","1","hsa-miR-6857-3p","","",""
"CTTN","0.169","0.379","0.183","1","hsa-miR-4749-5p","","",""
"ESPL1","0.169","0.379","0.183","1","hsa-miR-3975","","",""
"FAM109A","0.169","0.379","0.183","1","hsa-miR-6715b-5p","","",""
"GFRA1","0.169","0.379","0.183","1","hsa-miR-139-3p","","",""
"ICAM1","0.169","0.379","0.183","1","hsa-miR-3975","","",""
"LRRC8B","0.169","0.379","0.183","1","hsa-miR-1307-3p","","",""
"OGFOD1","0.169","0.379","0.183","1","hsa-miR-1307-3p","","",""
"PIAS4","0.169","0.379","0.183","1","hsa-miR-1307-3p","","",""
"PRKD3","0.169","0.379","0.183","1","hsa-miR-4511","","",""
"RPL22","0.169","0.379","0.183","1","hsa-miR-6857-3p","","",""
"SEPT6","0.169","0.379","0.183","1","hsa-miR-3178","","",""
"SHANK3","0.169","0.379","0.183","1","hsa-miR-3184-5p","","",""
"APOPT1","0.178","0.382","0.194","1","hsa-miR-1307-3p","","",""
"ARHGDIA","0.176","0.382","0.382","2","hsa-miR-4783-3p","hsa-miR-3975","",""
"ASPH","0.173","0.382","0.189","1","hsa-miR-3184-5p","","",""
"C1QTNF6","0.178","0.382","0.194","1","hsa-miR-6715b-5p","","",""
"C9orf62","0.173","0.382","0.189","1","hsa-miR-6722-3p","","",""
"CKS1B","0.178","0.382","0.194","1","hsa-miR-3975","","",""
"DSN1","0.178","0.382","0.385","2","hsa-miR-6715b-5p","hsa-miR-3975","",""
"DST","0.173","0.382","0.189","1","hsa-miR-3130-3p","","",""
"FAM222B","0.173","0.382","0.189","1","hsa-miR-4462","","",""
"FFAR4","0.173","0.382","0.189","1","hsa-miR-3130-3p","","",""
"HADHB","0.178","0.382","0.194","1","hsa-miR-1229-3p","","",""
"ITPRIPL1","0.178","0.382","0.194","1","hsa-miR-1307-3p","","",""
"LHFPL3","0.178","0.382","0.194","1","hsa-miR-4749-5p","","",""
"LIMD2","0.173","0.382","0.189","1","hsa-miR-139-3p","","",""
"MCU","0.178","0.382","0.194","1","hsa-miR-139-3p","","",""
"MRPL37","0.178","0.382","0.194","1","hsa-miR-1307-3p","","",""
"PPARGC1B","0.178","0.382","0.194","1","hsa-miR-6715b-5p","","",""
"PRRC2B","0.176","0.382","0.382","2","hsa-miR-3184-5p","hsa-miR-3975","",""
"SF3B1","0.173","0.382","0.189","1","hsa-miR-1307-3p","","",""
"SLCO5A1","0.178","0.382","0.194","1","hsa-miR-4511","","",""
"SPNS1","0.178","0.382","0.194","1","hsa-miR-3184-5p","","",""
"SRM","0.178","0.382","0.194","1","hsa-miR-3184-5p","","",""
"TAS2R5","0.178","0.382","0.194","1","hsa-miR-1307-3p","","",""
"TEP1","0.178","0.382","0.194","1","hsa-miR-1307-3p","","",""
"TSC22D3","0.173","0.382","0.189","1","hsa-miR-1229-3p","","",""
"WDR81","0.178","0.382","0.194","1","hsa-miR-6722-3p","","",""
"ZCCHC4","0.173","0.382","0.189","1","hsa-miR-3975","","",""
